category,cost,clicks
influencer,5.6095,155
influencer,10.1115,142
social,0.1687,0
influencer,0.3608,12
jkl,1.8651,57
jkl,0.3249,1
search,0.1565,2
social,4.9434,271
jkl,0.0071,0
jkl,0.1856,5
social,476.7016,2280
jkl,5.4702,41
search,79.8982,376
jkl,1.3165,2
social,389.0885,1642
search,0.004,0
influencer,0.0478,0
search,0.0875,0
search,8.715,54
jkl,0.0661,0
social,1.4531,91
social,0.2308,12
search,1.8132,116
search,0.1101,4
jkl,0.5595,13
search,0.1149,1
influencer,0.0564,4
jkl,0.0445,2
influencer,0.0088,0
social,3.0078,137
social,0.0193,1
jkl,0.0015,0
influencer,0.1574,0
social,3.0874,151
search,0.0454,1
influencer,25.4196,288
social,0.0,0
jkl,0.4388,13
social,0.0416,3
,0.0176,0
search,0.1284,4
jkl,0.0074,0
social,3.2575,52
,0.0048,0
search,16.831,470
social,33.6262,115
search,1.4922,63
jkl,0.0075,0
social,4.6745,216
social,0.0009,0
influencer,8.4721,38
jkl,0.7371,26
search,2.2229,80
influencer,1.5419,67
influencer,2.8921,46
jkl,1.6736,53
influencer,4.2335,84
influencer,0.0237,0
influencer,12.7453,75
social,0.0008,0
influencer,0.0075,0
social,6844.8,248
search,1.5955,18
influencer,1.0073,10
search,0.0397,1
jkl,0.0862,0
social,10.6968,440
social,49.1635,3083
search,0.0799,1
jkl,0.1008,1
social,1.7461,99
social,0.988,14
jkl,0.1736,0
search,17.0771,73
influencer,15.2845,1247
search,0.0013,0
search,30.8107,121
social,6.3091,61
jkl,0.0164,1
social,1.1136,33
search,0.5651,13
social,0.0103,0
jkl,0.0003,0
jkl,0.0049,0
influencer,0.8781,4
social,2.8997,47
jkl,0.0045,0
jkl,1.1363,7
influencer,0.269,1
search,0.8172,40
social,6.4353,425
influencer,0.0349,0
influencer,287.1445,2614
social,7.8727,57
social,0.2347,1
search,0.1207,10
social,0.0004,0
social,0.1456,7
search,1.5357,14
social,6.2992,65
influencer,1.5284,68
search,0.0257,0
influencer,0.2649,3
jkl,0.1693,3
influencer,197.6208,4665
social,4.0942,165
search,1.2623,16
search,0.0087,0
social,0.0259,3
jkl,0.0015,0
jkl,0.5904,14
social,0.4035,3
social,142.7981,524
social,0.0111,0
search,0.2283,6
search,0.5923,9
influencer,0.1293,10
jkl,0.001,0
influencer,244.6773,3658
influencer,0.0586,5
search,3.1588,91
social,0.1018,4
influencer,95.6018,2049
influencer,1.8057,26
search,1.2896,57
jkl,0.0433,1
social,0.0042,0
social,1.2111,5
search,1.6338,40
influencer,4.0966,41
influencer,0.7299,21
social,103731.0,40794
influencer,3.9475,112
social,0.0025,0
search,0.7158,24
social,27.8626,94
influencer,1.4164,76
social,0.0069,0
social,0.0,0
social,9.991,102
social,1.2571,92
search,0.0198,0
jkl,0.0304,0
influencer,231.8833,1935
influencer,4.566,60
search,0.0087,0
social,189.8956,842
social,1.1451,4
influencer,0.0678,0
jkl,0.2843,2
search,1.4864,11
social,70.6939,431
influencer,0.2232,3
jkl,0.0089,0
influencer,0.0096,0
search,0.1841,1
jkl,0.088,6
search,1.1138,88
social,0.0885,1
social,1.2415,1
search,0.0109,0
jkl,0.1768,1
social,5.2789,71
,0.0096,0
social,1.7776,114
,0.0024,0
jkl,0.2619,0
social,2.0868,28
social,2.6183,31
influencer,1.5379,88
social,1.1104,58
jkl,0.0006,0
influencer,0.1403,1
social,15.3293,191
social,47.8857,249
jkl,0.004,0
influencer,0.8763,16
jkl,0.0006,0
jkl,0.1414,1
jkl,0.006,0
search,18.9143,936
influencer,1.6859,17
search,0.0131,3
social,5.1289,41
search,8.807,1013
search,0.3235,13
search,0.4346,28
jkl,0.0008,0
social,0.0133,0
social,38.5096,1917
search,0.2423,8
jkl,0.0097,0
social,0.0003,0
jkl,0.1094,0
social,0.0886,7
influencer,0.0477,0
influencer,4.3231,58
search,0.5127,22
search,0.3493,58
social,0.0438,0
search,0.379,21
influencer,0.0301,0
jkl,0.0082,0
search,1.6164,87
search,1.1031,67
search,0.3276,2
jkl,0.333,16
search,0.411,8
influencer,0.2828,8
jkl,1.4626,55
jkl,0.0021,0
social,3.0996,45
jkl,0.3361,2
search,1.7204,65
search,3.4209,146
social,0.5764,0
social,0.1794,3
search,11.5506,46
jkl,0.944,32
,0.0013,0
social,5871.29,250
social,4.1013,224
social,0.0,0
influencer,0.0943,1
social,5.405,45
social,0.0738,4
social,0.31,18
social,0.4137,23
jkl,0.0035,0
jkl,0.0786,0
influencer,0.1217,9
,0.0192,0
influencer,0.0353,0
search,0.0092,0
social,0.2608,9
jkl,0.2052,4
social,0.0124,0
jkl,0.078,1
jkl,0.4543,13
search,0.5227,32
search,12.4224,53
search,27.9892,174
social,0.0206,0
search,0.9164,31
jkl,1.2994,10
jkl,12.0469,668
social,28.2266,124
influencer,0.7246,1
jkl,14.9192,678
search,0.0522,2
jkl,0.4572,14
search,0.2567,7
search,0.2906,4
influencer,0.0008,0
social,0.0433,0
social,1.099,10
jkl,0.7547,5
jkl,0.1733,12
jkl,0.0068,0
influencer,0.9729,68
social,0.3376,10
search,0.7748,16
social,0.5835,27
search,0.9027,76
influencer,1.2667,21
jkl,0.6592,2
search,2.5186,57
search,8.9915,40
influencer,5.8697,135
search,0.0103,0
jkl,27.9739,504
search,1.1539,22
social,123.8476,819
search,1.6674,18
social,0.0428,1
jkl,0.0015,0
jkl,0.0357,0
jkl,0.0323,0
social,8665.55,661
influencer,0.3104,0
jkl,0.3136,8
jkl,0.002,0
,0.0072,0
search,3.1102,35
social,20.5321,103
jkl,0.0241,2
jkl,0.44,14
jkl,0.0015,0
search,4.6484,135
influencer,4.0511,43
search,0.0545,1
influencer,0.0828,0
search,0.226,43
jkl,0.0021,0
social,5.4721,202
social,0.3955,11
search,0.0395,0
influencer,0.1591,0
social,9858.28,1203
social,0.0093,0
influencer,4.6543,63
jkl,0.1958,1
influencer,12.8485,90
jkl,12.9755,191
jkl,1.6988,20
search,0.2541,10
social,0.0002,0
social,3.8744,202
jkl,0.0046,0
social,189.2556,987
influencer,0.0703,4
search,0.1652,7
influencer,1.6674,7
social,0.0694,2
influencer,77.9572,2023
influencer,5.5631,100
influencer,0.9325,25
influencer,10.7487,413
jkl,0.0047,0
social,0.2357,3
jkl,0.4922,17
influencer,1.9116,42
jkl,0.0069,0
social,0.0158,0
social,2.0916,27
influencer,0.0007,0
social,0.0012,0
search,0.0039,0
search,17.6849,137
influencer,23.2966,780
jkl,0.0007,0
social,0.4418,3
influencer,32.2211,295
jkl,0.9282,13
social,0.4195,1
influencer,0.0369,0
search,0.0224,1
social,24.5354,1782
search,7.5126,362
influencer,0.002,0
search,0.0057,0
search,0.5598,5
influencer,10.9602,253
search,0.0122,0
social,0.5616,43
social,0.038,0
social,27.2717,313
jkl,0.0347,0
social,0.0241,0
social,424.0715,2961
influencer,0.4836,1
social,3.8235,211
jkl,0.5741,7
social,1.8679,23
search,0.193,1
influencer,0.7114,15
jkl,0.006,0
social,173.8456,874
social,4.1452,73
social,2.1683,161
jkl,0.0029,0
search,0.0077,0
search,0.901,5
influencer,0.7665,10
jkl,0.0443,0
jkl,0.364,2
jkl,0.1029,0
search,0.0016,0
jkl,0.2457,3
search,0.5064,10
search,0.0071,0
search,1.536,17
influencer,0.0008,0
social,0.0121,0
search,0.9688,10
social,0.0123,0
influencer,276.9714,2473
influencer,0.0193,0
influencer,0.038,0
search,0.0217,0
social,3.3202,227
,0.0008,0
social,3.4044,27
influencer,0.0129,0
search,1.3231,6
search,2.3211,15
search,88.9116,404
social,1.4907,38
influencer,38804.2,2247
search,0.0387,2
influencer,0.0131,0
search,0.0023,1
influencer,1.1297,85
influencer,0.2072,1
jkl,0.018,0
influencer,0.0609,4
social,0.2234,12
social,1.1289,83
,0.0502,0
social,0.6013,54
jkl,0.0341,0
search,0.0004,0
search,24.3583,176
social,0.0288,0
search,0.0121,1
jkl,0.0042,0
influencer,274.638,2380
search,0.0537,2
jkl,1.2833,31
jkl,5.1426,306
search,0.0072,0
jkl,0.003,0
influencer,0.0113,0
influencer,0.0347,0
influencer,1.7087,74
influencer,1.4407,51
influencer,0.1411,0
jkl,2.1432,25
jkl,0.09,0
social,0.1897,10
social,6440.5,486
social,0.0056,0
influencer,4.1946,92
social,0.0131,0
influencer,0.12,0
jkl,0.0017,0
search,0.0052,0
influencer,37.6591,357
social,0.0415,0
influencer,40.9014,835
social,8.3867,290
social,17176.7,2991
search,0.0009,0
influencer,37.4706,630
search,51.6484,223
influencer,0.6926,1
search,0.0052,0
search,2.22,58
influencer,0.0146,0
jkl,0.0047,0
jkl,0.0026,0
search,0.1135,6
influencer,0.2908,3
influencer,0.3005,1
jkl,2.7798,34
jkl,30.2386,678
search,0.5145,64
influencer,41.5118,1025
,0.0072,0
social,114.5992,570
jkl,0.0075,0
jkl,20.7576,432
search,0.0089,1
social,0.4347,35
social,0.0022,0
jkl,0.0045,0
influencer,0.0004,0
social,2.3928,42
influencer,33.1326,184
search,5409.21,442
influencer,0.0854,3
jkl,0.0002,0
social,60244.9,14406
jkl,0.0176,0
influencer,13.3144,99
social,0.5869,46
social,5.0299,50
social,44580.9,4800
social,376.0153,2285
search,0.2527,3
influencer,0.0412,0
search,25.161,171
social,3235.77,332
search,0.0495,4
social,4.3449,232
search,0.0037,0
social,0.2309,20
jkl,0.3854,3
influencer,0.0054,0
influencer,0.3483,7
influencer,0.2596,1
social,1.5315,105
jkl,1.3196,55
social,2.4662,116
search,0.0282,1
search,0.2761,5
influencer,0.0136,0
search,0.0006,0
social,6.0012,295
social,0.4155,7
influencer,0.0023,0
search,0.2792,16
influencer,0.0138,0
influencer,0.0612,0
influencer,0.7375,3
search,0.0099,1
social,0.5289,7
social,0.3542,2
jkl,0.4205,6
social,1.2632,48
influencer,0.0281,0
search,1.1208,8
jkl,0.1661,0
jkl,0.0041,0
social,90691.7,11997
influencer,20.9389,1501
influencer,13.8864,413
social,0.0049,0
jkl,0.01,0
influencer,0.7186,9
search,1.0861,47
,0.0024,0
social,20.1468,92
,0.0112,0
influencer,0.0653,0
search,0.0025,0
influencer,0.2959,2
influencer,7.3423,81
social,20.4702,1292
influencer,0.4539,6
influencer,0.2939,1
influencer,1.0759,1
search,39.5435,195
influencer,6.5525,57
influencer,6.7969,79
influencer,251.1715,2035
influencer,1.1214,18
social,0.007,0
influencer,0.2733,1
social,1.1859,46
influencer,0.2588,0
search,0.0456,0
social,0.0031,0
search,0.0097,0
influencer,0.5913,14
jkl,3.898,27
jkl,0.2805,2
search,0.878,38
social,0.1717,4
,0.0013,0
search,6.3283,73
jkl,0.9765,25
jkl,0.0037,0
search,0.0012,0
jkl,0.0429,0
influencer,19.625,687
social,49.7965,244
search,0.4052,19
influencer,0.0015,0
social,0.0122,0
social,0.0007,0
,0.002,0
social,0.0005,0
search,0.445,14
social,0.3649,8
jkl,0.0221,0
jkl,0.0905,0
social,0.321,8
influencer,46167.6,3007
influencer,0.48,13
,0.0008,0
jkl,1.3138,21
influencer,210.5024,1489
jkl,0.021,1
jkl,0.002,0
search,7.2232,41
jkl,0.0387,0
social,0.371,19
jkl,0.006,0
social,0.0005,0
jkl,0.0177,0
search,0.0151,0
jkl,0.0414,0
jkl,0.2381,1
,0.0008,0
search,4.3646,43
search,1.8484,97
influencer,68.3523,2301
influencer,5.3965,156
search,0.0972,3
influencer,0.0091,0
jkl,0.1205,1
influencer,1.0589,6
jkl,0.013,0
influencer,0.0023,0
influencer,0.8216,14
jkl,0.006,0
social,0.1918,4
influencer,0.306,1
social,62.9137,227
search,0.5758,21
,0.0048,0
social,0.1897,2
search,4.398,43
search,2.2792,23
jkl,0.0006,0
influencer,1.2849,76
jkl,0.1696,0
jkl,0.0003,0
social,0.2898,4
search,86733.1,9605
social,0.4327,3
influencer,0.0143,0
influencer,0.4346,4
jkl,0.0207,0
social,3.3189,36
jkl,1.8012,20
social,8.9719,157
jkl,2.9824,45
jkl,0.3476,16
jkl,0.0008,0
social,10.6698,56
influencer,294.6396,7668
influencer,25.0689,125
jkl,0.0119,0
social,0.7542,2
search,1.1582,5
social,0.0009,0
search,2.045,84
social,0.0603,6
search,0.5203,14
search,0.0079,0
search,0.0848,3
social,0.46,3
social,42.6655,234
social,4.2284,262
search,0.4048,10
jkl,14.8689,222
social,4.5416,243
influencer,0.5323,11
search,0.1504,10
search,3.8364,140
social,0.0279,0
search,12.8919,424
influencer,0.0345,0
social,1.8739,20
influencer,0.9274,9
jkl,0.4308,15
social,0.9056,16
search,3.7092,29
influencer,0.0321,0
influencer,6.8336,85
jkl,0.0807,1
jkl,0.0017,0
jkl,0.095,0
social,4.2283,51
social,2.1937,149
influencer,0.0019,0
influencer,0.908,51
jkl,0.0335,0
search,0.1233,0
influencer,0.176,1
influencer,4.9835,102
social,170.3179,1197
jkl,0.2132,0
search,0.008,0
search,0.0949,8
social,0.3308,1
search,0.5212,25
search,1.0307,6
social,21.7685,226
jkl,0.1736,7
social,13.0866,106
search,23.1209,105
search,0.4224,16
search,15.7411,95
influencer,0.0246,0
jkl,0.3624,7
influencer,0.5586,8
search,0.0264,3
jkl,0.0022,0
jkl,0.1236,4
search,0.0024,0
jkl,0.0134,0
influencer,18.4148,1564
influencer,7.7088,33
influencer,0.072,0
social,3.818,36
social,5.6963,121
social,73.8687,3040
search,0.22,3
search,1.4556,65
search,0.0588,4
search,0.0693,0
influencer,0.6862,5
search,0.9231,8
social,0.5876,19
,0.0024,0
influencer,3.425,41
search,0.6799,7
influencer,189.574,1340
influencer,0.9867,22
search,1.4273,53
social,2.2103,84
social,0.153,2
search,11.2235,73
influencer,0.0178,0
social,0.0011,0
influencer,0.4982,7
,0.0008,0
search,0.2868,3
social,0.068,2
jkl,0.3452,12
jkl,0.0003,0
influencer,0.6061,3
social,0.4138,37
jkl,0.0285,0
search,0.1211,2
jkl,0.0706,0
jkl,0.0015,0
influencer,1.1785,11
influencer,9.9315,428
influencer,28.2258,138
influencer,2.3478,12
social,0.2192,5
search,0.1434,2
social,0.0055,0
jkl,0.0006,0
search,0.6781,38
jkl,0.0007,0
,0.0168,0
influencer,9034.91,904
jkl,0.1363,0
influencer,5.3004,109
social,37965.9,2696
jkl,0.0683,3
social,1.6302,80
search,0.2035,2
,0.0006,0
influencer,0.8473,17
jkl,0.0007,0
social,0.0475,1
influencer,0.1786,4
influencer,0.0343,0
,0.0013,0
social,5.059,46
social,3.1372,224
influencer,0.0003,0
social,0.0288,1
influencer,0.0341,0
social,0.2566,3
influencer,35.6636,308
social,3.9958,142
search,13.0153,88
jkl,0.0026,0
search,0.6211,4
search,0.1958,2
search,0.5653,12
social,0.0286,5
social,0.0015,0
social,1.2978,8
influencer,0.0308,0
jkl,0.0255,1
search,0.0275,3
jkl,0.0277,0
influencer,41.7683,1072
social,6.0431,297
search,0.7804,64
jkl,1.6802,14
influencer,0.0023,0
search,0.5795,19
search,0.0085,0
jkl,0.5988,19
search,0.1502,12
search,1.7363,17
jkl,0.1447,2
social,0.0115,1
,0.0032,0
social,7.2393,206
influencer,10.2297,83
search,0.4379,34
influencer,0.0886,0
search,0.993,7
search,0.4001,27
social,164.2992,785
social,0.0019,0
social,17.6408,218
social,39.4806,1488
jkl,0.0082,0
social,4.5,289
influencer,27.6304,158
jkl,0.1581,1
jkl,0.0003,0
social,0.5245,7
jkl,0.002,0
social,3.1367,26
influencer,0.1559,2
jkl,0.1732,3
social,0.5117,16
search,6.5787,352
social,15.5012,194
social,0.016,0
,0.0016,0
influencer,0.1628,1
influencer,0.5949,27
,0.0006,0
search,43.4488,246
influencer,0.4783,2
search,3095.21,898
social,152.5056,1199
search,0.175,0
search,0.3654,19
,0.0024,0
search,1.2851,54
jkl,0.0833,0
social,7.136,359
social,7.8961,117
search,0.0145,0
jkl,0.0139,0
search,0.0001,0
jkl,3.7762,43
social,2.1416,154
,0.0008,0
search,0.3693,25
influencer,0.0602,0
influencer,0.842,11
,0.0168,0
search,0.0044,0
social,3.4554,199
search,0.3592,10
search,0.2964,5
social,0.0001,0
social,23.7295,2055
influencer,0.0972,0
social,6.3148,78
social,0.5293,5
social,11278.3,1207
jkl,0.113,2
jkl,0.5235,21
jkl,1.6255,10
influencer,0.0039,0
search,0.0032,0
social,0.0042,1
influencer,25.6019,146
search,0.0834,3
jkl,0.3735,8
jkl,0.0011,0
search,1.0076,14
search,20.8978,161
social,7.1591,63
,0.0148,0
jkl,0.0265,0
search,0.269,8
search,0.8034,25
social,0.0036,0
influencer,0.0268,0
social,1.903,117
social,8.8337,396
social,6.2044,299
influencer,0.5172,5
jkl,0.2871,3
influencer,0.6491,48
influencer,0.0012,0
search,0.3173,0
search,0.0011,0
social,31422.5,2698
search,17.3195,122
search,0.13,12
influencer,3.1793,36
influencer,1.3699,99
influencer,0.0843,4
social,0.0182,1
influencer,0.2818,1
social,0.0115,0
jkl,0.0241,0
influencer,2.1025,31
influencer,54.5493,1514
search,0.2042,12
influencer,0.0011,0
social,0.9718,10
social,0.0686,1
jkl,0.3303,3
influencer,7.9345,128
jkl,0.5717,22
influencer,0.012,1
social,3.5819,41
social,2.0192,37
social,4.0939,49
jkl,0.0164,0
social,0.0089,0
search,8.3083,28
influencer,0.6268,35
jkl,0.0156,1
search,8.5821,48
influencer,0.0117,0
search,3.0319,240
influencer,0.0082,2
search,0.0167,1
social,7.3898,82
social,24.4457,174
social,4.1214,197
jkl,0.0045,0
search,0.2144,4
jkl,0.0092,0
social,2.1606,17
influencer,121.9409,8824
,0.0008,0
search,0.3372,4
jkl,0.4348,5
jkl,0.0342,1
jkl,0.0021,0
social,333.6981,1163
influencer,0.0023,0
social,0.0276,1
social,41.5502,2541
jkl,0.7261,31
influencer,1.2106,40
influencer,0.5097,5
influencer,0.4617,15
search,0.3247,3
jkl,1.0721,8
search,14.6985,1311
social,0.1136,0
influencer,0.2973,3
social,66.1827,3712
search,0.0155,0
search,0.4581,68
influencer,0.2344,3
search,5.7613,332
influencer,0.9619,22
search,0.5894,1
jkl,0.0144,0
influencer,5.4476,60
social,8.2735,88
search,0.0077,0
influencer,0.0015,0
jkl,0.0164,0
social,5.6922,51
search,11.1007,1105
,0.0008,0
search,0.0024,0
search,0.4682,1
social,2.6865,41
search,0.0494,1
influencer,0.0701,0
media,390105.0,20993
influencer,0.0036,0
social,0.0187,0
influencer,0.1762,1
social,2.4673,159
influencer,2.0222,17
social,4.5481,39
influencer,1.4142,7
social,278.1781,1334
jkl,0.1235,3
social,0.0022,0
influencer,4.6007,43
search,0.3008,1
jkl,0.0007,0
influencer,0.0003,0
jkl,0.0217,1
search,0.7494,24
influencer,146.849,1014
jkl,1.2813,16
search,0.3236,18
jkl,0.0108,0
jkl,7.461,91
influencer,0.0832,0
social,0.4044,10
jkl,0.0818,0
search,0.0001,0
,0.008,0
search,0.9616,15
social,0.1152,14
social,0.0015,0
search,0.5407,7
social,0.0109,0
influencer,258.5933,6368
jkl,0.212,9
social,48.7513,2590
search,0.1734,8
influencer,0.0661,1
influencer,0.5458,5
search,0.0153,0
search,0.2668,1
social,0.0089,0
search,0.2459,12
social,0.5045,28
social,0.3482,7
social,40.3025,2789
jkl,0.0065,0
search,1.1739,14
media,6822.62,849
social,0.6273,1
search,0.7556,9
social,0.002,0
influencer,0.002,0
influencer,0.1969,1
social,1.4484,13
,0.0016,0
search,42.504,212
search,0.1271,9
search,0.5896,45
influencer,1.008,4
jkl,0.0505,0
influencer,0.0207,0
social,6.8182,315
influencer,0.0998,0
social,0.091,3
jkl,0.0047,0
social,0.019,0
social,3.3518,19
social,1.6514,4
influencer,0.0114,0
social,192789.0,6004
search,0.7477,40
search,9.7219,413
search,15.3892,405
social,2.3289,113
search,0.1506,5
jkl,0.0022,0
influencer,398.6944,10740
search,0.1936,0
search,0.3368,9
influencer,0.5342,2
search,0.1022,1
social,2.0705,178
influencer,0.0145,0
jkl,0.0461,0
social,3.3106,42
jkl,0.0147,0
social,501.9376,1994
influencer,7.479,79
jkl,0.0349,0
media,523398.0,37805
search,0.4069,24
social,298.4287,1625
search,23.9532,71
jkl,0.0368,0
influencer,40.8784,331
jkl,13.7869,204
influencer,29.781,1776
social,0.0,0
,0.0008,0
search,1.5326,13
social,0.0027,0
influencer,9.1121,985
social,2.5856,32
search,1.4016,29
jkl,0.0019,0
influencer,0.1988,7
jkl,0.1187,2
jkl,0.002,1
social,1.9055,12
search,1.6648,61
social,1.1347,26
search,0.7641,26
influencer,0.0023,0
influencer,0.5188,2
jkl,6.2574,58
social,0.4535,42
social,0.0185,0
social,2.6006,153
social,45.4395,229
social,0.7424,8
search,0.984,13
jkl,0.002,0
search,0.8209,68
influencer,0.0636,1
social,0.1274,3
influencer,293.3762,5753
influencer,120.8408,571
influencer,0.0016,0
search,0.1252,1
influencer,0.0007,0
social,5.9288,31
jkl,0.002,0
influencer,0.3337,8
influencer,1.3722,87
social,2.7327,45
search,0.7532,10
influencer,0.0008,0
influencer,12.7447,38
social,3.397,159
jkl,0.0156,0
social,1.5063,102
influencer,0.3397,12
search,0.0167,0
jkl,0.0006,0
social,0.0022,0
search,0.1093,1
influencer,0.0761,0
social,0.0138,0
influencer,4.4268,61
social,4.187,282
social,0.0035,0
social,0.9176,94
influencer,18.8005,499
search,1.3503,7
search,0.7719,12
jkl,0.1725,1
jkl,0.4156,18
social,4.7788,46
influencer,86522.9,45004
social,152.2118,741
search,5.3025,35
social,0.0105,0
social,0.7436,10
search,0.0003,0
jkl,3.6443,57
social,471.613,1890
search,0.0058,0
search,0.2493,3
,0.0248,0
influencer,0.0015,0
social,4.6632,235
social,0.0364,0
search,48.4493,308
search,0.0977,1
search,0.0141,1
social,1.4932,123
social,7.2155,55
influencer,2.5346,55
influencer,0.1753,1
search,0.0695,12
social,0.0212,0
social,23.2393,1518
search,0.1345,6
social,10.381,53
social,0.162,0
search,0.0207,0
jkl,0.0605,0
jkl,0.0027,0
influencer,6.787,187
influencer,10.9756,114
jkl,0.6826,34
influencer,0.4489,9
jkl,1.0342,27
social,10.1325,113
social,0.0031,0
social,40.2401,2172
jkl,0.1068,2
social,283.6525,1259
social,0.0841,3
search,0.2445,20
jkl,0.0098,0
influencer,105.3619,2307
search,0.939,8
influencer,0.1157,0
social,5.8743,80
social,0.604,10
,0.0048,0
search,0.0013,0
search,0.6918,7
,0.0016,0
social,0.0004,0
influencer,0.0178,0
jkl,0.5436,7
jkl,0.1449,1
social,0.0026,0
search,9.4451,466
influencer,0.0668,2
jkl,0.0347,1
search,0.2406,1
jkl,0.275,5
social,0.2795,4
search,0.0099,0
jkl,0.0219,0
search,1.2973,45
influencer,30.0988,309
social,1.1831,8
influencer,0.1639,1
social,556.7048,2178
social,301.8871,1606
social,5.7279,56
social,35.2019,2623
social,27.8602,82
social,1.0628,63
search,0.1807,2
social,0.3055,14
search,0.0242,0
jkl,0.0228,0
influencer,230.8798,2071
social,1.257,38
social,114.2834,551
influencer,31.4498,171
search,0.5693,1
social,9.7219,138
search,0.2075,3
social,0.0455,3
social,1.3905,27
social,0.4199,12
jkl,0.0423,0
influencer,0.0028,0
social,0.0279,0
search,0.3982,32
jkl,0.2376,7
search,0.0015,0
social,0.2102,5
jkl,1.1178,50
jkl,0.0207,0
social,70.0127,2889
jkl,0.0087,0
jkl,0.8314,11
social,0.5735,48
social,0.0179,0
social,0.088,6
social,6.6154,322
influencer,0.8538,8
jkl,0.0616,1
search,15.9376,651
search,0.3312,8
social,20.0857,60
social,2.2676,182
influencer,2.0971,14
social,0.2344,3
social,8.1016,127
influencer,0.1938,1
social,0.1008,2
search,4.3399,123
jkl,0.2842,2
search,0.5681,21
jkl,0.0015,0
search,0.0052,0
social,0.0001,0
influencer,5.8918,70
social,27.4249,2172
,0.0056,0
influencer,3.4296,46
influencer,0.0601,0
social,29.8793,129
search,4.033,32
social,26.4632,1052
search,0.7994,12
social,0.613,14
social,0.0062,0
search,1.0721,28
social,38485.6,3295
jkl,10.7009,124
search,0.1625,3
social,0.0075,0
social,9.4669,518
jkl,0.0011,0
social,0.0146,50
jkl,17.7383,348
jkl,0.5182,15
influencer,14.8354,104
jkl,0.9285,20
social,393027.0,19195
jkl,0.1365,3
social,0.0093,1
social,1.6066,159
influencer,3.2339,48
search,0.0845,1
influencer,1.356,78
influencer,10.9225,42
search,0.1446,0
jkl,0.1882,3
jkl,0.0186,0
influencer,0.1136,4
search,8.8865,32
social,0.0217,0
influencer,1.6994,47
jkl,0.0022,0
jkl,0.3685,11
social,56.0422,3626
jkl,0.0007,0
jkl,0.1872,1
jkl,0.1408,3
search,2.0105,19
search,0.9443,45
social,3.377,208
jkl,0.033,0
social,2.5087,56
,0.0016,0
,0.0096,0
social,0.0085,0
,0.0324,0
social,5.9119,220
social,4.4686,51
influencer,2.3431,27
social,4.0878,242
influencer,3.0453,27
influencer,0.0928,2
social,0.0239,0
influencer,36.407,304
jkl,0.0075,0
social,0.0693,1
jkl,0.6538,30
social,37098.6,35692
social,300775.0,29699
influencer,0.1712,2
jkl,0.8671,21
,0.0152,0
influencer,0.0068,0
,0.0008,0
search,0.0476,0
jkl,0.0906,0
influencer,0.9665,12
jkl,0.0853,0
influencer,312.6493,6434
influencer,15.8565,1894
social,2.215,165
jkl,0.0184,0
influencer,0.4604,10
jkl,0.0121,0
jkl,0.1627,17
influencer,0.1315,4
jkl,1.2645,27
search,0.5595,21
social,2.9162,177
influencer,0.8828,16
jkl,2.9007,32
jkl,13.5669,254
social,0.0037,0
influencer,1.5289,72
social,0.0126,0
jkl,0.0027,0
jkl,0.0015,0
search,0.2779,12
jkl,0.0041,0
jkl,0.004,0
search,0.2599,1
influencer,1.4821,11
,0.0088,0
influencer,0.0355,0
social,2.3727,178
influencer,36431.7,15003
social,6.0561,43
jkl,0.0276,2
influencer,195.8859,2157
search,0.0759,11
influencer,7.4146,178
social,0.2553,7
influencer,8.5563,290
influencer,0.0751,2
influencer,0.038,0
social,0.405,42
social,0.028,2
social,0.0011,0
influencer,349.2281,3950
social,1.3234,62
search,0.2473,0
search,16.7474,118
jkl,5.7312,312
influencer,13.9867,84
search,0.5519,27
social,2.1756,124
influencer,344.2572,7698
jkl,0.0097,0
influencer,0.0818,1
influencer,0.035,0
social,0.0271,2
search,0.9944,80
social,85.9914,721
jkl,0.1201,2
jkl,0.0218,0
influencer,0.7924,14
influencer,4.2354,48
influencer,0.5495,17
jkl,1.006,11
social,2.3811,92
social,8.2258,45
influencer,0.1667,0
search,9.5964,614
jkl,0.2353,3
social,0.0005,0
social,2.1283,116
search,0.8285,43
influencer,0.2243,0
social,0.2834,1
social,5.1364,257
jkl,0.0043,0
jkl,0.6921,11
influencer,11.0107,137
search,11.0826,51
social,1.36,70
social,1.1436,77
jkl,0.0447,1
jkl,0.4431,8
search,5221.6,457
search,0.0057,0
jkl,0.0124,0
,0.0032,0
influencer,14.406,436
social,3.5438,30
jkl,0.0017,0
jkl,0.4681,4
search,0.0832,3
jkl,0.0756,2
influencer,0.6405,7
jkl,0.0492,0
jkl,0.0108,0
influencer,0.2106,0
search,2.4814,144
jkl,2.3945,63
influencer,0.0019,0
influencer,0.1176,0
social,71.575,420
social,0.3369,6
jkl,0.0443,0
social,0.0273,0
social,0.297,9
social,0.0119,0
search,15.8959,654
jkl,13.0691,150
search,0.1419,1
influencer,1.6128,25
influencer,0.0234,0
jkl,0.0013,0
search,0.0083,0
influencer,11.4173,268
search,0.0067,0
jkl,1.8031,19
influencer,0.0386,0
search,11.1871,51
influencer,2.2493,10
jkl,0.0046,0
search,0.0978,8
social,0.0073,0
jkl,15.0489,241
social,9.9309,87
search,0.0776,3
search,0.0125,0
search,0.9276,8
influencer,0.0144,0
social,0.5912,13
jkl,8.3746,141
social,9.3221,102
search,2.2077,17
jkl,0.0022,0
social,1.1243,29
social,0.4328,6
