category,cost,clicks,leads,orders,revenue
jkl,0.4421,3,0,0,0.0
jkl,0.0637,0,0,0,0.0
influencer,0.0005,0,0,0,0.0
,0.0024,0,0,0,0.0
social,1.164,20,0,1,61.1387
jkl,2.218,21,0,0,0.0
social,0.2922,5,0,0,0.0
influencer,0.0354,0,0,0,0.0
search,1.367,60,1,0,0.0
search,13.5121,127,2,46,2280.5052
social,170719.0,7205,142,21,14280.0
social,0.3696,2,0,0,0.0
search,4.6415,70,1,46,3796.7741
influencer,1.0773,15,0,0,0.0
social,0.425,19,0,0,0.0
social,0.0363,4,0,0,0.0
influencer,24.2885,282,6,236,7318.3291
jkl,0.0046,0,0,0,0.0
social,120.7329,444,10,352,16250.4938
,0.0196,0,0,0,0.0
social,37.3736,2521,68,27,1585.102
search,1.6977,53,1,0,0.0
search,0.0473,2,0,0,0.0
jkl,0.0017,0,0,0,0.0
social,1.5981,9,0,3,46.7747
influencer,0.0022,0,0,0,0.0
,0.0013,0,0,0,0.0
social,13.473,78,2,5,342.254
search,0.7543,2,0,1,30.8236
social,2.3751,88,2,0,0.0
jkl,2.3026,28,0,19,1158.8261
jkl,0.0084,0,0,0,0.0
influencer,12.3891,117,2,43,3057.1073
jkl,0.0135,0,0,0,0.0
search,1.0581,10,0,3,84.6208
influencer,0.0379,0,0,0,0.0
influencer,0.0552,0,0,0,0.0
jkl,0.0064,0,0,0,0.0
jkl,4.2908,26,0,15,444.2613
search,1.2222,4,0,0,0.0
influencer,0.0962,5,0,1,6.4352
jkl,0.0225,0,0,0,0.0
social,28.0911,114,2,52,2725.3668
influencer,6.6974,42,0,3,216.8943
social,4.5981,240,5,2,87.3857
search,1.2985,53,1,1,38.9167
search,0.2805,13,0,0,0.0
search,9.4746,418,10,7,433.6039
social,315.92,610,0,0,0.0
jkl,0.7393,12,0,0,0.0
influencer,0.8997,7,0,3,66.3633
jkl,0.0997,0,0,0,0.0
search,0.0138,2,0,0,0.0
search,0.0069,0,0,0,0.0
influencer,1.2213,14,0,0,0.0
social,1.7871,6,0,0,0.0
social,10.05,116,2,27,2190.4272
social,0.0929,1,0,0,0.0
jkl,2.0507,54,1,1,76.9796
social,0.7894,39,1,0,0.0
search,41.035,195,4,64,2588.0752
search,0.0682,2,0,0,0.0
influencer,8.9241,173,4,7,358.1517
search,1.0512,7,0,1,56.3109
search,0.1799,3,0,0,0.0
influencer,1.8783,67,1,6,396.4339
search,0.5935,29,0,0,0.0
jkl,0.007,0,0,0,0.0
influencer,212.8815,14566,374,244,15729.924
social,0.0005,0,0,0,0.0
,0.0008,0,0,0,0.0
social,2.8052,64,1,14,594.6693
influencer,3.9784,72,1,8,260.0272
social,4.4744,258,6,3,346.2118
social,0.9353,50,1,2,72.5848
jkl,0.0171,1,0,0,0.0
search,57.3333,355,9,130,6663.5869
search,0.1434,4,0,0,0.0
search,0.0695,0,0,0,0.0
social,5.475,49,1,4,675.4102
,0.0016,1,0,0,0.0
search,0.13,1,0,0,0.0
jkl,0.0272,0,0,0,0.0
search,2.0062,86,1,1,55.514
influencer,38.1847,912,24,314,19678.5679
jkl,0.1307,1,0,1,150.8711
,0.0006,0,0,0,0.0
jkl,0.0852,1,0,0,0.0
search,0.0181,0,0,0,0.0
influencer,189341.0,13503,455,91,772499.0
social,10.3713,469,12,6,214.6031
search,0.562,21,0,1,55.93
jkl,0.0053,0,0,0,0.0
social,0.0014,0,0,0,0.0
search,0.4053,29,0,1,165.2496
search,1.12,49,1,0,0.0
,0.008,0,0,0,0.0
influencer,0.0705,2,0,0,0.0
search,0.0249,0,0,0,0.0
jkl,0.0043,0,0,0,0.0
social,5.018,50,1,1,532.0745
influencer,0.2421,5,0,0,0.0
jkl,11.9702,179,4,103,5256.1023
social,7.9607,331,8,1,144.6217
search,12.5276,717,17,15,941.8047
influencer,0.0266,0,0,0,0.0
jkl,0.0205,0,0,0,0.0
jkl,0.0626,0,0,0,0.0
influencer,14.7914,1582,41,16,1156.6794
social,0.2075,4,0,0,0.0
jkl,0.0008,0,0,0,0.0
influencer,363.2547,9492,219,2563,122938.1024
social,5.2803,43,0,2,97.3012
search,0.0187,0,0,0,0.0
social,2.1947,195,4,0,0.0
social,3.3377,209,5,3,266.103
jkl,0.0924,2,0,0,0.0
influencer,0.0007,0,0,0,0.0
search,2.5293,17,0,5,258.7879
jkl,0.0165,0,0,0,0.0
influencer,0.0161,0,0,0,0.0
social,0.0038,0,0,0,0.0
search,0.0111,0,0,0,0.0
social,0.4113,37,0,0,0.0
jkl,0.0104,0,0,0,0.0
search,0.0812,0,0,0,0.0
jkl,0.6454,12,0,0,0.0
influencer,32.2956,603,14,396,15178.71
search,0.8719,41,0,0,0.0
influencer,3.1659,84,2,0,0.0
jkl,2.5251,41,0,27,1460.7145
influencer,6.504,62,1,5,342.8634
search,0.2499,7,0,0,0.0
influencer,0.0338,0,0,0,0.0
jkl,0.0095,0,0,0,0.0
social,1.3713,87,2,0,0.0
influencer,0.078,2,0,0,0.0
search,0.7909,11,0,1,83.0621
jkl,0.0148,0,0,0,0.0
jkl,1.0799,43,1,2,80.9294
search,5.9071,41,1,22,781.6576
influencer,0.1287,0,0,0,0.0
social,2.0824,172,4,2,33.7793
influencer,0.5989,19,0,5,181.4687
search,0.1632,4,0,1,41.3703
influencer,8.4349,362,9,31,2171.2145
search,0.4032,26,0,0,0.0
jkl,0.0061,0,0,0,0.0
social,0.7594,3,0,0,0.0
influencer,2.347,34,0,1,126.6138
,0.004,0,0,0,0.0
social,4.2638,25,0,5,891.5567
influencer,0.0007,0,0,0,0.0
search,0.2499,5,0,0,0.0
search,9.4021,38,1,14,438.2791
influencer,0.0262,0,0,0,0.0
influencer,0.043,0,0,0,0.0
influencer,15.5315,504,12,41,2997.9867
jkl,0.0669,0,0,0,0.0
social,4.018,61,1,8,318.7063
influencer,137382.0,5997,236,35,158340.0
social,0.9314,15,0,1,51.4106
influencer,0.036,0,0,0,0.0
influencer,0.0003,0,0,0,0.0
search,0.0545,6,0,0,0.0
jkl,0.0499,1,0,0,0.0
social,308.3952,1370,33,919,45966.3525
influencer,11.2906,292,6,37,2780.6103
search,19.1348,805,21,20,604.9466
influencer,0.6999,13,0,0,0.0
search,9.8546,29,0,10,563.3608
social,365.8993,1944,45,687,32727.5528
influencer,0.4156,5,0,0,0.0
influencer,181.2241,1475,36,671,29238.2096
search,0.7157,46,1,1,5.332
social,129.782,598,14,774,35561.7102
jkl,0.0104,0,0,0,0.0
social,0.0016,0,0,0,0.0
social,2.1023,82,2,0,0.0
social,0.3389,7,0,1,32.5828
search,0.7263,23,0,1,442.4141
social,3.5902,12,0,1,45.459
influencer,6.7286,56,1,11,295.1867
,0.0008,0,0,0,0.0
jkl,0.7769,8,0,0,0.0
jkl,0.0274,0,0,0,0.0
influencer,14.504,460,10,99,3150.3199
influencer,0.2393,3,0,0,0.0
jkl,0.0065,0,0,0,0.0
search,0.0103,0,0,0,0.0
social,2.4299,177,4,1,51.9858
social,32169.9,1194,24,4,3924.0
social,0.4938,3,0,0,0.0
social,0.3442,2,0,0,0.0
search,0.293,10,0,0,0.0
search,26.8607,256,7,177,7764.1487
social,0.2011,4,0,0,0.0
social,0.1042,2,0,0,0.0
social,4.7217,34,0,0,0.0
search,0.0233,0,0,0,0.0
social,142.9914,773,18,854,37508.7409
influencer,0.2571,1,0,0,0.0
jkl,0.0067,0,0,0,0.0
jkl,1.362,26,0,1,435.2271
social,2.0846,52,1,0,0.0
search,0.6276,17,0,0,0.0
influencer,0.0007,0,0,0,0.0
social,56.7289,3401,92,47,3227.9568
search,0.0128,0,0,0,0.0
influencer,0.6125,3,0,4,339.7359
jkl,0.0575,0,0,0,0.0
social,15.3284,123,3,11,1223.2387
jkl,0.6881,13,0,0,0.0
influencer,168.613,4855,110,2237,116187.1581
jkl,0.0128,1,0,1,47.3326
search,1.0489,87,2,0,0.0
jkl,0.0903,0,0,0,0.0
social,68.808,425,11,302,14017.6307
jkl,1.4909,8,0,3,318.4005
search,0.8667,36,0,0,0.0
social,1.3313,12,0,0,0.0
social,7.1154,421,9,9,460.8677
social,0.2936,12,0,0,0.0
search,0.3852,5,0,0,0.0
social,0.3488,0,0,0,0.0
jkl,0.2322,1,0,0,0.0
social,0.0396,1,0,0,0.0
social,0.7831,41,0,0,0.0
jkl,0.004,0,0,0,0.0
influencer,0.064,0,0,0,0.0
social,0.0106,38,0,0,0.0
jkl,0.001,0,0,0,0.0
jkl,0.0347,0,0,0,0.0
search,0.4501,35,0,0,0.0
jkl,0.0006,0,0,0,0.0
social,0.0045,0,0,0,0.0
search,0.0693,2,0,1,44.0189
search,0.4218,20,0,2,14.0245
social,33.5383,378,8,237,13302.2824
social,1.1767,77,1,0,0.0
influencer,0.2165,1,0,1,170.2661
search,0.245,9,0,0,0.0
influencer,1.0475,19,0,9,316.7998
social,3.9809,202,4,0,0.0
search,0.0008,0,0,0,0.0
jkl,0.0017,0,0,0,0.0
influencer,0.0054,0,0,0,0.0
influencer,0.0138,0,0,0,0.0
influencer,0.0465,0,0,0,0.0
search,0.2709,9,0,0,0.0
search,17.886,695,16,16,1035.3345
social,13.3367,489,12,5,220.9953
jkl,0.2963,10,0,0,0.0
social,0.0235,0,0,0,0.0
jkl,0.0077,0,0,0,0.0
social,0.2634,1,0,0,0.0
social,0.0258,0,0,0,0.0
jkl,0.0166,0,0,0,0.0
social,4.1209,153,3,0,0.0
influencer,0.0044,0,0,0,0.0
search,1.0511,58,1,1,36.3552
social,0.4255,0,0,0,0.0
search,37.0868,183,4,59,4558.8246
social,170.0843,777,18,937,42533.3789
social,0.7358,17,0,0,0.0
social,0.2365,3,0,0,0.0
search,0.0462,2,0,0,0.0
search,25.2292,1147,28,27,1317.4165
influencer,0.8806,13,0,0,0.0
jkl,0.6295,5,0,3,695.6067
social,0.0023,0,0,0,0.0
influencer,0.9824,15,0,3,52.7487
jkl,0.0075,0,0,0,0.0
jkl,0.9459,27,0,0,0.0
social,0.1211,1,0,0,0.0
influencer,0.0256,0,0,0,0.0
influencer,0.1386,4,0,1,80.4989
jkl,0.0075,0,0,0,0.0
search,0.1573,7,0,0,0.0
search,5.2513,26,0,26,2764.5735
influencer,0.0068,0,0,0,0.0
jkl,0.0024,0,0,0,0.0
jkl,0.0044,0,0,0,0.0
,0.0118,0,0,0,0.0
jkl,0.6572,15,0,1,55.63
social,0.3788,4,0,2,59.0869
search,0.4218,21,0,0,0.0
search,1.5107,123,2,0,0.0
social,265.4513,1650,43,787,43295.8122
jkl,1.0918,21,0,1,64.7278
social,0.4677,4,0,0,0.0
influencer,14.6235,143,3,58,2513.0306
influencer,0.0039,0,0,0,0.0
search,7.3327,38,0,9,310.54
social,3.3124,36,0,11,503.6627
social,3.0455,30,0,4,151.6881
influencer,0.0373,0,0,0,0.0
search,0.9557,63,1,0,0.0
influencer,1.4455,12,0,0,0.0
social,0.0,0,0,0,0.0
jkl,0.2162,5,0,0,0.0
social,0.3225,3,0,0,0.0
jkl,0.0021,0,0,0,0.0
influencer,13.1693,179,4,32,1587.3458
social,0.2833,6,0,0,0.0
jkl,0.1021,2,0,0,0.0
jkl,0.0254,1,0,0,0.0
social,0.2091,10,0,0,0.0
social,0.0323,0,0,0,0.0
search,0.0129,0,0,0,0.0
search,0.2771,0,0,0,0.0
search,0.0062,0,0,0,0.0
social,8.5806,69,1,2,39.0417
influencer,0.0104,0,0,0,0.0
search,0.0456,0,0,0,0.0
social,5.4758,307,7,4,255.1854
search,0.229,12,0,0,0.0
social,5.4536,57,1,8,1304.772
influencer,0.0133,0,0,0,0.0
social,1.3738,12,0,1,309.0326
jkl,0.0008,0,0,0,0.0
influencer,0.0012,0,0,0,0.0
social,0.8292,41,1,0,0.0
influencer,1.0317,7,0,0,0.0
social,0.4288,4,0,0,0.0
influencer,0.0975,0,0,0,0.0
search,19.9642,124,2,75,2582.0612
jkl,0.0011,0,0,0,0.0
social,0.0432,0,0,0,0.0
social,0.4019,24,0,0,0.0
social,2.0755,69,1,0,0.0
social,0.0032,0,0,0,0.0
influencer,0.0077,0,0,0,0.0
social,11.1073,116,3,17,592.7784
social,11.0075,441,11,1,6.6843
search,14.0351,68,1,45,2714.0158
influencer,0.366,12,0,0,0.0
social,0.5416,2,0,2,35.373
search,11.795,99,2,82,3589.3728
,0.007,0,0,0,0.0
influencer,243.4321,3283,88,1775,89509.9384
social,0.2968,3,0,0,0.0
social,0.0761,4,0,0,0.0
influencer,7.3818,99,2,11,831.1693
jkl,0.0652,0,0,0,0.0
social,47.9158,2708,65,40,2290.524
social,0.0266,1,0,0,0.0
social,35.8105,209,5,221,10255.6517
jkl,0.0043,0,0,0,0.0
influencer,2.4454,124,2,0,0.0
search,0.1172,5,0,0,0.0
jkl,0.4005,17,0,0,0.0
jkl,1.5938,14,0,11,564.1102
influencer,0.1371,1,0,0,0.0
search,1.5304,12,0,1,102.0811
influencer,0.0665,0,0,0,0.0
social,1.7439,74,1,0,0.0
jkl,0.0047,0,0,0,0.0
social,2.7033,237,5,0,0.0
,0.002,0,0,0,0.0
influencer,10.263,185,4,26,869.6121
influencer,0.0853,6,0,2,702.4274
influencer,0.2018,7,0,0,0.0
jkl,0.2208,28,0,0,0.0
influencer,0.8969,14,0,1,211.2309
social,11.3176,470,12,1,8.4299
social,368.1842,1887,43,634,28092.8276
social,0.8064,9,0,1,30.5772
influencer,0.0015,0,0,0,0.0
search,1.1849,43,1,3,34.9688
influencer,0.1427,1,0,0,0.0
search,0.0058,0,0,0,0.0
influencer,5.4987,112,2,2,104.4042
,0.0168,0,0,0,0.0
jkl,0.1515,4,0,2,992.3784
search,0.1155,16,0,0,0.0
jkl,0.0461,0,0,0,0.0
search,116213.0,8104,162,31,227726.0
jkl,0.0109,0,0,0,0.0
social,18.7414,235,6,23,2601.384
social,1.5176,38,0,0,0.0
social,53253.9,26407,71,10,44550.0
search,0.8843,18,0,1,48.6633
influencer,1.4209,65,1,9,385.0009
social,11.9484,142,3,14,520.8722
influencer,0.3399,7,0,0,0.0
search,0.4848,7,0,0,0.0
influencer,0.0481,0,0,0,0.0
jkl,0.0005,0,0,0,0.0
,0.0032,0,0,0,0.0
search,0.0084,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
social,27314.4,2390,45,5,24905.0
jkl,0.016,0,0,0,0.0
jkl,0.0104,1,0,0,0.0
jkl,2.9984,25,0,25,808.565
influencer,2.6935,24,0,3,148.3475
influencer,0.2396,1,0,0,0.0
social,0.0159,0,0,0,0.0
,0.002,0,0,0,0.0
search,0.0198,0,0,0,0.0
jkl,0.018,1,0,0,0.0
social,0.0506,0,0,0,0.0
search,4.4345,36,0,5,240.2022
search,0.1788,14,0,0,0.0
social,0.1396,12,0,0,0.0
influencer,0.0124,0,0,0,0.0
search,0.0056,0,0,0,0.0
search,0.2531,3,0,1,40.8254
social,0.0012,0,0,0,0.0
search,1.3383,35,0,0,0.0
search,0.5224,22,0,0,0.0
social,180.7481,1509,40,542,23994.6771
search,0.0278,3,0,0,0.0
search,0.1005,1,0,0,0.0
influencer,0.0119,0,0,0,0.0
search,4.8393,30,0,19,683.1989
jkl,0.0255,0,0,0,0.0
influencer,0.0789,1,0,0,0.0
search,0.0243,0,0,0,0.0
social,3.242,116,2,0,0.0
search,4.3735,155,4,0,0.0
influencer,37.2881,794,18,203,6866.6894
influencer,0.1164,0,0,0,0.0
influencer,0.0373,0,0,0,0.0
social,10.3716,133,3,14,1499.0092
influencer,35.4381,304,7,248,11499.3881
influencer,0.0084,0,0,0,0.0
jkl,0.0037,0,0,0,0.0
jkl,0.0248,0,0,0,0.0
,0.0008,0,0,0,0.0
search,2.4411,68,1,0,0.0
social,3.0302,157,3,6,317.0217
influencer,15.0804,1349,30,21,1842.7203
search,0.1136,9,0,0,0.0
jkl,2.8298,11,0,9,288.7197
search,0.0001,0,0,0,0.0
influencer,314.2543,6213,140,2550,118559.1244
social,0.2308,4,0,0,0.0
search,0.5856,23,0,0,0.0
influencer,0.0491,0,0,0,0.0
social,38596.7,2393,66,7,31094.0
search,0.1727,26,0,0,35.7472
search,0.132,1,0,0,0.0
influencer,0.1456,1,0,0,0.0
jkl,0.001,0,0,0,0.0
search,0.9493,54,1,0,0.0
jkl,0.0227,0,0,0,0.0
influencer,35.623,282,7,172,7868.9703
influencer,2.2173,53,1,0,0.0
social,26.8479,204,5,192,8498.9584
influencer,0.0107,0,0,0,0.0
jkl,0.3762,19,0,0,0.0
jkl,1.0643,8,0,0,0.0
,0.0096,0,0,0,0.0
influencer,0.2436,1,0,0,0.0
search,1.0055,32,0,0,0.0
jkl,15.0643,224,5,79,3672.9842
search,2.0028,48,1,0,0.0
influencer,0.0012,0,0,0,0.0
social,0.0606,11,0,0,0.0
search,0.1586,7,0,0,0.0
social,0.0082,0,0,0,0.0
search,0.1052,1,0,0,0.0
search,0.1735,1,0,0,0.0
influencer,0.0333,0,0,0,0.0
social,0.0,0,0,0,0.0
search,1.3472,31,0,0,0.0
influencer,0.0001,0,0,0,0.0
jkl,0.0354,0,0,1,68.0818
social,3.9727,53,1,27,1149.582
social,0.5474,5,0,0,0.0
jkl,0.7307,8,0,3,222.4445
search,0.0885,6,0,0,0.0
jkl,1.4925,41,1,2,111.048
influencer,0.0572,0,0,0,0.0
search,1.4222,29,0,7,218.9973
social,0.2723,4,0,0,0.0
influencer,0.0044,0,0,0,0.0
influencer,0.5928,32,0,8,205.5145
jkl,0.631,17,0,0,0.0
social,0.0026,0,0,0,0.0
search,0.1398,5,0,0,0.0
search,0.1883,8,0,2,1143.6527
influencer,0.3369,0,0,0,0.0
influencer,0.0007,0,0,0,0.0
jkl,0.0735,1,0,0,0.0
social,18.3428,1367,31,19,1778.0065
search,0.0297,0,0,0,0.0
search,0.0085,0,0,0,0.0
influencer,0.3525,0,0,0,0.0
social,0.0101,0,0,0,0.0
jkl,2.0005,69,1,4,170.932
search,1.1597,38,1,0,0.0
jkl,0.0026,0,0,0,0.0
social,3.6079,39,0,3,153.5578
social,151.1625,1068,27,560,27129.2873
influencer,0.1159,2,0,0,0.0
influencer,32.8964,809,21,40,3426.8628
jkl,0.2131,3,0,0,0.0
social,0.0479,0,0,0,0.0
search,0.3197,9,0,0,0.0
social,0.0013,0,0,0,0.0
social,0.368,7,0,4,21.1953
social,0.002,0,0,0,0.0
jkl,0.015,1,0,0,0.0
influencer,35.3038,344,8,215,7826.7347
social,0.6313,9,0,0,0.0
jkl,27.7446,449,12,204,10427.802
search,0.2355,3,0,0,0.0
search,0.8033,6,0,5,686.1949
jkl,0.9004,18,0,0,0.0
search,3.5912,200,4,3,95.7139
influencer,23.8174,736,17,82,3470.8747
search,2.4727,27,0,4,127.3643
influencer,5.6095,155,3,17,926.5684
influencer,10.1115,142,3,11,704.9787
social,0.1687,0,0,0,0.0
influencer,0.3608,12,0,0,0.0
jkl,1.8651,57,1,10,482.5999
jkl,0.3249,1,0,1,59.9854
search,0.1565,2,0,2,27.9475
social,4.9434,271,6,4,190.3962
jkl,0.0071,0,0,0,0.0
jkl,0.1856,5,0,0,0.0
social,476.7016,2280,62,1475,79175.4629
jkl,5.4702,41,1,27,2122.6401
search,79.8982,376,8,142,6320.8381
jkl,1.3165,2,0,0,0.0
social,389.0885,1642,44,1141,48688.9365
search,0.004,0,0,0,0.0
influencer,0.0478,0,0,0,0.0
search,0.0875,0,0,0,0.0
search,8.715,54,1,40,2838.6117
jkl,0.0661,0,0,0,0.0
social,1.4531,91,2,0,0.0
social,0.2308,12,0,0,0.0
search,1.8132,116,3,0,0.0
search,0.1101,4,0,0,0.0
jkl,0.5595,13,0,3,97.4448
search,0.1149,1,0,0,0.0
influencer,0.0564,4,0,0,0.0
jkl,0.0445,2,0,0,0.0
influencer,0.0088,0,0,0,0.0
social,3.0078,137,3,1,77.5594
social,0.0193,1,0,0,0.0
jkl,0.0015,0,0,0,0.0
influencer,0.1574,0,0,0,0.0
social,3.0874,151,3,1,21.655
search,0.0454,1,0,0,0.0
influencer,25.4196,288,7,228,9867.3955
social,0.0,0,0,0,0.0
jkl,0.4388,13,0,0,0.0
social,0.0416,3,0,0,0.0
,0.0176,0,0,0,0.0
search,0.1284,4,0,0,0.0
jkl,0.0074,0,0,0,0.0
social,3.2575,52,1,6,891.1125
,0.0048,0,0,0,0.0
search,16.831,470,11,14,928.0248
social,33.6262,115,2,47,3134.1546
search,1.4922,63,1,1,69.3688
jkl,0.0075,0,0,0,0.0
social,4.6745,216,5,1,188.9608
social,0.0009,0,0,0,0.0
influencer,8.4721,38,1,31,1657.7762
jkl,0.7371,26,0,5,538.2475
search,2.2229,80,2,1,26.6535
influencer,1.5419,67,1,0,0.0
influencer,2.8921,46,1,1,10.3091
jkl,1.6736,53,1,4,192.3307
influencer,4.2335,84,2,0,0.0
influencer,0.0237,0,0,0,0.0
influencer,12.7453,75,2,47,1919.4868
social,0.0008,0,0,0,0.0
influencer,0.0075,0,0,0,0.0
social,6844.8,248,5,1,1491.0
search,1.5955,18,0,0,0.0
influencer,1.0073,10,0,2,55.2677
search,0.0397,1,0,0,0.0
jkl,0.0862,0,0,0,0.0
social,10.6968,440,11,1,5.8182
social,49.1635,3083,75,26,1953.5144
search,0.0799,1,0,0,0.0
jkl,0.1008,1,0,0,0.0
social,1.7461,99,2,0,0.0
social,0.988,14,0,2,182.2122
jkl,0.1736,0,0,0,0.0
search,17.0771,73,1,87,4090.776
influencer,15.2845,1247,31,11,1507.512
search,0.0013,0,0,0,0.0
search,30.8107,121,2,35,2067.0643
social,6.3091,61,1,16,820.6247
jkl,0.0164,1,0,0,0.0
social,1.1136,33,0,0,0.0
search,0.5651,13,0,0,0.0
social,0.0103,0,0,0,0.0
jkl,0.0003,0,0,0,0.0
jkl,0.0049,0,0,0,0.0
influencer,0.8781,4,0,0,0.0
social,2.8997,47,1,2,15.1878
jkl,0.0045,0,0,0,0.0
jkl,1.1363,7,0,1,6.2543
influencer,0.269,1,0,0,0.0
search,0.8172,40,0,0,0.0
social,6.4353,425,10,0,0.0
influencer,0.0349,0,0,0,0.0
influencer,287.1445,2614,62,969,45509.945
social,7.8727,57,1,8,785.4458
social,0.2347,1,0,0,0.0
search,0.1207,10,0,0,0.0
social,0.0004,0,0,0,0.0
social,0.1456,7,0,0,0.0
search,1.5357,14,0,0,0.0
social,6.2992,65,1,8,977.6326
influencer,1.5284,68,1,6,399.4774
search,0.0257,0,0,0,0.0
influencer,0.2649,3,0,0,0.0
jkl,0.1693,3,0,1,51.2783
influencer,197.6208,4665,113,2352,120495.1719
social,4.0942,165,4,2,118.9997
search,1.2623,16,0,2,526.8422
search,0.0087,0,0,0,0.0
social,0.0259,3,0,0,0.0
jkl,0.0015,0,0,0,0.0
jkl,0.5904,14,0,3,349.2943
social,0.4035,3,0,0,0.0
social,142.7981,524,13,370,25450.57
social,0.0111,0,0,0,0.0
search,0.2283,6,0,0,0.0
search,0.5923,9,0,2,47.4398
influencer,0.1293,10,0,0,0.0
jkl,0.001,0,0,0,0.0
influencer,244.6773,3658,91,2092,102379.6587
influencer,0.0586,5,0,0,0.0
search,3.1588,91,2,2,149.344
social,0.1018,4,0,0,0.0
influencer,95.6018,2049,51,80,5288.2221
influencer,1.8057,26,0,0,0.0
search,1.2896,57,1,0,0.0
jkl,0.0433,1,0,0,0.0
social,0.0042,0,0,0,0.0
social,1.2111,5,0,0,0.0
search,1.6338,40,0,0,0.0
influencer,4.0966,41,1,0,0.0
influencer,0.7299,21,0,0,0.0
social,103731.0,40794,816,24,41424.0
influencer,3.9475,112,2,0,0.0
social,0.0025,0,0,0,0.0
search,0.7158,24,0,0,0.0
social,27.8626,94,2,61,2290.5397
influencer,1.4164,76,2,0,0.0
social,0.0069,0,0,0,0.0
social,0.0,0,0,0,0.0
social,9.991,102,2,6,673.7717
social,1.2571,92,2,1,66.0338
search,0.0198,0,0,0,0.0
jkl,0.0304,0,0,0,0.0
influencer,231.8833,1935,52,1005,43738.2323
influencer,4.566,60,1,2,245.2859
search,0.0087,0,0,0,0.0
social,189.8956,842,22,555,26678.5241
social,1.1451,4,0,0,0.0
influencer,0.0678,0,0,0,0.0
jkl,0.2843,2,0,0,0.0
search,1.4864,11,0,2,39.2984
social,70.6939,431,10,458,18950.0705
influencer,0.2232,3,0,0,0.0
jkl,0.0089,0,0,0,0.0
influencer,0.0096,0,0,0,0.0
search,0.1841,1,0,0,0.0
jkl,0.088,6,0,0,0.0
search,1.1138,88,2,0,0.0
social,0.0885,1,0,0,0.0
social,1.2415,1,0,1,45.1238
search,0.0109,0,0,0,0.0
jkl,0.1768,1,0,0,0.0
social,5.2789,71,1,7,654.3314
,0.0096,0,0,0,0.0
social,1.7776,114,3,0,0.0
,0.0024,0,0,0,0.0
jkl,0.2619,0,0,0,0.0
social,2.0868,28,0,0,0.0
social,2.6183,31,0,4,770.5294
influencer,1.5379,88,2,3,279.0085
social,1.1104,58,1,0,0.0
jkl,0.0006,0,0,0,0.0
influencer,0.1403,1,0,0,0.0
social,15.3293,191,4,25,910.8353
social,47.8857,249,5,259,13895.6995
jkl,0.004,0,0,0,0.0
influencer,0.8763,16,0,3,328.1186
jkl,0.0006,0,0,0,0.0
jkl,0.1414,1,0,0,0.0
jkl,0.006,0,0,0,0.0
search,18.9143,936,21,13,965.7798
influencer,1.6859,17,0,0,0.0
search,0.0131,3,0,0,0.0
social,5.1289,41,1,4,65.3129
search,8.807,1013,24,10,706.9939
search,0.3235,13,0,0,0.0
search,0.4346,28,0,0,0.0
jkl,0.0008,0,0,0,0.0
social,0.0133,0,0,0,0.0
social,38.5096,1917,46,42,4381.7661
search,0.2423,8,0,1,27.3866
jkl,0.0097,0,0,0,0.0
social,0.0003,0,0,0,0.0
jkl,0.1094,0,0,0,0.0
social,0.0886,7,0,0,0.0
influencer,0.0477,0,0,0,0.0
influencer,4.3231,58,1,8,634.642
search,0.5127,22,0,0,0.0
search,0.3493,58,1,0,0.0
social,0.0438,0,0,0,0.0
search,0.379,21,0,0,0.0
influencer,0.0301,0,0,0,0.0
jkl,0.0082,0,0,0,0.0
search,1.6164,87,2,0,0.0
search,1.1031,67,1,0,0.0
search,0.3276,2,0,4,163.8504
jkl,0.333,16,0,0,0.0
search,0.411,8,0,0,0.0
influencer,0.2828,8,0,0,0.0
jkl,1.4626,55,1,13,662.7272
jkl,0.0021,0,0,0,0.0
social,3.0996,45,1,6,196.585
jkl,0.3361,2,0,0,0.0
search,1.7204,65,1,1,233.2421
search,3.4209,146,3,1,8.6485
social,0.5764,0,0,3,74.6781
social,0.1794,3,0,0,0.0
search,11.5506,46,1,47,2311.1213
jkl,0.944,32,0,6,824.8956
,0.0013,0,0,0,0.0
social,5871.29,250,5,1,981.0
social,4.1013,224,6,0,0.0
social,0.0,0,0,0,0.0
influencer,0.0943,1,0,0,0.0
social,5.405,45,1,3,111.877
social,0.0738,4,0,1,17.6593
social,0.31,18,0,0,0.0
social,0.4137,23,0,0,0.0
jkl,0.0035,0,0,0,0.0
jkl,0.0786,0,0,0,0.0
influencer,0.1217,9,0,0,0.0
,0.0192,0,0,0,0.0
influencer,0.0353,0,0,0,0.0
search,0.0092,0,0,0,0.0
social,0.2608,9,0,0,0.0
jkl,0.2052,4,0,1,145.1146
social,0.0124,0,0,0,0.0
jkl,0.078,1,0,0,0.0
jkl,0.4543,13,0,0,0.0
search,0.5227,32,0,0,0.0
search,12.4224,53,1,48,1964.3453
search,27.9892,174,4,86,4056.2916
social,0.0206,0,0,0,0.0
search,0.9164,31,0,0,0.0
jkl,1.2994,10,0,3,70.5476
jkl,12.0469,668,18,8,547.2576
social,28.2266,124,3,52,2693.9827
influencer,0.7246,1,0,0,0.0
jkl,14.9192,678,17,13,388.7692
search,0.0522,2,0,0,0.0
