category,cost,leads
jkl,1.6988,0
search,0.2541,0
social,0.0002,0
social,3.8744,5
jkl,0.0046,0
social,189.2556,23
influencer,0.0703,0
search,0.1652,0
influencer,1.6674,0
social,0.0694,0
influencer,77.9572,50
influencer,5.5631,2
influencer,0.9325,0
influencer,10.7487,10
jkl,0.0047,0
social,0.2357,0
jkl,0.4922,0
influencer,1.9116,1
jkl,0.0069,0
social,0.0158,0
social,2.0916,0
influencer,0.0007,0
social,0.0012,0
search,0.0039,0
search,17.6849,3
influencer,23.2966,21
jkl,0.0007,0
social,0.4418,0
influencer,32.2211,6
jkl,0.9282,0
social,0.4195,0
influencer,0.0369,0
search,0.0224,0
social,24.5354,47
search,7.5126,8
influencer,0.002,0
search,0.0057,0
search,0.5598,0
influencer,10.9602,6
search,0.0122,0
social,0.5616,1
social,0.038,0
social,27.2717,7
jkl,0.0347,0
social,0.0241,0
social,424.0715,71
influencer,0.4836,0
social,3.8235,4
jkl,0.5741,0
social,1.8679,0
search,0.193,0
influencer,0.7114,0
jkl,0.006,0
social,173.8456,23
social,4.1452,1
social,2.1683,3
jkl,0.0029,0
search,0.0077,0
search,0.901,0
influencer,0.7665,0
jkl,0.0443,0
jkl,0.364,0
jkl,0.1029,0
search,0.0016,0
jkl,0.2457,0
search,0.5064,0
search,0.0071,0
search,1.536,0
influencer,0.0008,0
social,0.0121,0
search,0.9688,0
social,0.0123,0
influencer,276.9714,63
influencer,0.0193,0
influencer,0.038,0
search,0.0217,0
social,3.3202,5
,0.0008,0
social,3.4044,0
influencer,0.0129,0
search,1.3231,0
search,2.3211,0
search,88.9116,9
social,1.4907,1
influencer,38804.2,82
search,0.0387,0
influencer,0.0131,0
search,0.0023,0
influencer,1.1297,2
influencer,0.2072,0
jkl,0.018,0
influencer,0.0609,0
social,0.2234,0
social,1.1289,2
,0.0502,0
social,0.6013,1
jkl,0.0341,0
search,0.0004,0
search,24.3583,4
social,0.0288,0
search,0.0121,0
jkl,0.0042,0
influencer,274.638,54
search,0.0537,0
jkl,1.2833,0
jkl,5.1426,8
search,0.0072,0
jkl,0.003,0
influencer,0.0113,0
influencer,0.0347,0
influencer,1.7087,1
influencer,1.4407,1
influencer,0.1411,0
jkl,2.1432,0
jkl,0.09,0
social,0.1897,0
social,6440.5,11
social,0.0056,0
influencer,4.1946,2
social,0.0131,0
influencer,0.12,0
jkl,0.0017,0
search,0.0052,0
influencer,37.6591,8
social,0.0415,0
influencer,40.9014,22
social,8.3867,7
social,17176.7,28
search,0.0009,0
influencer,37.4706,16
search,51.6484,6
influencer,0.6926,0
search,0.0052,0
search,2.22,1
influencer,0.0146,0
jkl,0.0047,0
jkl,0.0026,0
search,0.1135,0
influencer,0.2908,0
influencer,0.3005,0
jkl,2.7798,0
jkl,30.2386,18
search,0.5145,1
influencer,41.5118,27
,0.0072,0
social,114.5992,15
jkl,0.0075,0
jkl,20.7576,10
search,0.0089,0
social,0.4347,0
social,0.0022,0
jkl,0.0045,0
influencer,0.0004,0
social,2.3928,0
influencer,33.1326,5
search,5409.21,9
influencer,0.0854,0
jkl,0.0002,0
social,60244.9,110
jkl,0.0176,0
influencer,13.3144,2
social,0.5869,1
social,5.0299,1
social,44580.9,33
social,376.0153,62
search,0.2527,0
influencer,0.0412,0
search,25.161,4
social,3235.77,13
search,0.0495,0
social,4.3449,5
search,0.0037,0
social,0.2309,0
jkl,0.3854,0
influencer,0.0054,0
influencer,0.3483,0
influencer,0.2596,0
social,1.5315,2
jkl,1.3196,1
social,2.4662,3
search,0.0282,0
search,0.2761,0
influencer,0.0136,0
search,0.0006,0
social,6.0012,8
social,0.4155,0
influencer,0.0023,0
search,0.2792,0
influencer,0.0138,0
influencer,0.0612,0
influencer,0.7375,0
search,0.0099,0
social,0.5289,0
social,0.3542,0
jkl,0.4205,0
social,1.2632,1
influencer,0.0281,0
search,1.1208,0
jkl,0.1661,0
jkl,0.0041,0
social,90691.7,143
influencer,20.9389,37
influencer,13.8864,10
social,0.0049,0
jkl,0.01,0
influencer,0.7186,0
search,1.0861,1
,0.0024,0
social,20.1468,2
,0.0112,0
influencer,0.0653,0
search,0.0025,0
influencer,0.2959,0
influencer,7.3423,2
social,20.4702,29
influencer,0.4539,0
influencer,0.2939,0
influencer,1.0759,0
search,39.5435,4
influencer,6.5525,1
influencer,6.7969,2
influencer,251.1715,53
influencer,1.1214,0
social,0.007,0
influencer,0.2733,0
social,1.1859,1
influencer,0.2588,0
search,0.0456,0
social,0.0031,0
search,0.0097,0
influencer,0.5913,0
jkl,3.898,0
jkl,0.2805,0
search,0.878,0
social,0.1717,0
,0.0013,0
search,6.3283,1
jkl,0.9765,0
jkl,0.0037,0
search,0.0012,0
jkl,0.0429,0
influencer,19.625,18
social,49.7965,6
search,0.4052,0
influencer,0.0015,0
social,0.0122,0
social,0.0007,0
,0.002,0
social,0.0005,0
search,0.445,0
social,0.3649,0
jkl,0.0221,0
jkl,0.0905,0
social,0.321,0
influencer,46167.6,93
influencer,0.48,0
,0.0008,0
jkl,1.3138,0
influencer,210.5024,37
jkl,0.021,0
jkl,0.002,0
search,7.2232,0
jkl,0.0387,0
social,0.371,0
jkl,0.006,0
social,0.0005,0
jkl,0.0177,0
search,0.0151,0
jkl,0.0414,0
jkl,0.2381,0
,0.0008,0
search,4.3646,1
search,1.8484,2
influencer,68.3523,55
influencer,5.3965,4
search,0.0972,0
influencer,0.0091,0
jkl,0.1205,0
influencer,1.0589,0
jkl,0.013,0
influencer,0.0023,0
influencer,0.8216,0
jkl,0.006,0
social,0.1918,0
influencer,0.306,0
social,62.9137,5
search,0.5758,0
,0.0048,0
social,0.1897,0
search,4.398,1
search,2.2792,0
jkl,0.0006,0
influencer,1.2849,2
jkl,0.1696,0
jkl,0.0003,0
social,0.2898,0
search,86733.1,192
social,0.4327,0
influencer,0.0143,0
influencer,0.4346,0
jkl,0.0207,0
social,3.3189,0
jkl,1.8012,0
social,8.9719,3
jkl,2.9824,1
jkl,0.3476,0
jkl,0.0008,0
social,10.6698,1
influencer,294.6396,182
influencer,25.0689,2
jkl,0.0119,0
social,0.7542,0
search,1.1582,0
social,0.0009,0
search,2.045,1
social,0.0603,0
search,0.5203,0
search,0.0079,0
search,0.0848,0
social,0.46,0
social,42.6655,5
social,4.2284,6
search,0.4048,0
jkl,14.8689,5
social,4.5416,5
influencer,0.5323,0
search,0.1504,0
search,3.8364,3
social,0.0279,0
search,12.8919,10
influencer,0.0345,0
social,1.8739,0
influencer,0.9274,0
jkl,0.4308,0
social,0.9056,0
search,3.7092,0
influencer,0.0321,0
influencer,6.8336,2
jkl,0.0807,0
jkl,0.0017,0
jkl,0.095,0
social,4.2283,1
social,2.1937,3
influencer,0.0019,0
influencer,0.908,1
jkl,0.0335,0
search,0.1233,0
influencer,0.176,0
influencer,4.9835,2
social,170.3179,30
jkl,0.2132,0
search,0.008,0
search,0.0949,0
social,0.3308,0
search,0.5212,0
search,1.0307,0
social,21.7685,5
jkl,0.1736,0
social,13.0866,2
search,23.1209,2
search,0.4224,0
search,15.7411,2
influencer,0.0246,0
jkl,0.3624,0
influencer,0.5586,0
search,0.0264,0
jkl,0.0022,0
jkl,0.1236,0
search,0.0024,0
jkl,0.0134,0
influencer,18.4148,35
influencer,7.7088,0
influencer,0.072,0
social,3.818,0
social,5.6963,2
social,73.8687,77
search,0.22,0
search,1.4556,1
search,0.0588,0
search,0.0693,0
influencer,0.6862,0
search,0.9231,0
social,0.5876,0
,0.0024,0
influencer,3.425,0
search,0.6799,0
influencer,189.574,30
influencer,0.9867,0
search,1.4273,1
social,2.2103,2
social,0.153,0
search,11.2235,1
influencer,0.0178,0
social,0.0011,0
influencer,0.4982,0
,0.0008,0
search,0.2868,0
social,0.068,0
jkl,0.3452,0
jkl,0.0003,0
influencer,0.6061,0
social,0.4138,0
jkl,0.0285,0
search,0.1211,0
jkl,0.0706,0
jkl,0.0015,0
influencer,1.1785,0
influencer,9.9315,11
influencer,28.2258,3
influencer,2.3478,0
social,0.2192,0
search,0.1434,0
social,0.0055,0
jkl,0.0006,0
search,0.6781,0
jkl,0.0007,0
,0.0168,0
influencer,9034.91,22
jkl,0.1363,0
influencer,5.3004,2
social,37965.9,100
jkl,0.0683,0
social,1.6302,1
search,0.2035,0
,0.0006,0
influencer,0.8473,0
jkl,0.0007,0
social,0.0475,0
influencer,0.1786,0
influencer,0.0343,0
,0.0013,0
social,5.059,1
social,3.1372,5
influencer,0.0003,0
social,0.0288,0
influencer,0.0341,0
social,0.2566,0
influencer,35.6636,8
social,3.9958,3
search,13.0153,2
jkl,0.0026,0
search,0.6211,0
search,0.1958,0
search,0.5653,0
social,0.0286,0
social,0.0015,0
social,1.2978,0
influencer,0.0308,0
jkl,0.0255,0
search,0.0275,0
jkl,0.0277,0
influencer,41.7683,27
social,6.0431,7
search,0.7804,1
jkl,1.6802,0
influencer,0.0023,0
search,0.5795,0
search,0.0085,0
jkl,0.5988,0
search,0.1502,0
search,1.7363,0
jkl,0.1447,0
social,0.0115,0
,0.0032,0
social,7.2393,4
influencer,10.2297,2
search,0.4379,0
influencer,0.0886,0
search,0.993,0
search,0.4001,0
social,164.2992,19
social,0.0019,0
social,17.6408,5
social,39.4806,36
jkl,0.0082,0
social,4.5,7
influencer,27.6304,3
jkl,0.1581,0
jkl,0.0003,0
social,0.5245,0
jkl,0.002,0
social,3.1367,0
influencer,0.1559,0
jkl,0.1732,0
social,0.5117,0
search,6.5787,8
social,15.5012,4
social,0.016,0
,0.0016,0
influencer,0.1628,0
influencer,0.5949,0
,0.0006,0
search,43.4488,6
influencer,0.4783,0
search,3095.21,5
social,152.5056,31
search,0.175,0
search,0.3654,0
,0.0024,0
search,1.2851,1
jkl,0.0833,0
social,7.136,9
social,7.8961,3
search,0.0145,0
jkl,0.0139,0
search,0.0001,0
jkl,3.7762,1
social,2.1416,3
,0.0008,0
search,0.3693,0
influencer,0.0602,0
influencer,0.842,0
,0.0168,0
search,0.0044,0
social,3.4554,4
search,0.3592,0
search,0.2964,0
social,0.0001,0
social,23.7295,50
influencer,0.0972,0
social,6.3148,1
social,0.5293,0
social,11278.3,34
jkl,0.113,0
jkl,0.5235,0
jkl,1.6255,0
influencer,0.0039,0
search,0.0032,0
social,0.0042,0
influencer,25.6019,3
search,0.0834,0
jkl,0.3735,0
jkl,0.0011,0
search,1.0076,0
search,20.8978,4
social,7.1591,1
,0.0148,0
jkl,0.0265,0
search,0.269,0
search,0.8034,0
social,0.0036,0
influencer,0.0268,0
social,1.903,2
social,8.8337,8
social,6.2044,7
influencer,0.5172,0
jkl,0.2871,0
influencer,0.6491,1
influencer,0.0012,0
search,0.3173,0
search,0.0011,0
social,31422.5,54
search,17.3195,3
search,0.13,0
influencer,3.1793,0
influencer,1.3699,2
influencer,0.0843,0
social,0.0182,0
influencer,0.2818,0
social,0.0115,0
jkl,0.0241,0
influencer,2.1025,0
influencer,54.5493,37
search,0.2042,0
influencer,0.0011,0
social,0.9718,0
social,0.0686,0
jkl,0.3303,0
influencer,7.9345,3
jkl,0.5717,0
influencer,0.012,0
social,3.5819,0
social,2.0192,0
social,4.0939,1
jkl,0.0164,0
social,0.0089,0
search,8.3083,0
influencer,0.6268,0
jkl,0.0156,0
search,8.5821,1
influencer,0.0117,0
search,3.0319,5
influencer,0.0082,0
search,0.0167,0
social,7.3898,1
social,24.4457,4
social,4.1214,4
jkl,0.0045,0
search,0.2144,0
jkl,0.0092,0
social,2.1606,0
influencer,121.9409,199
,0.0008,0
search,0.3372,0
jkl,0.4348,0
jkl,0.0342,0
jkl,0.0021,0
social,333.6981,31
influencer,0.0023,0
social,0.0276,0
social,41.5502,59
jkl,0.7261,0
influencer,1.2106,0
influencer,0.5097,0
influencer,0.4617,0
search,0.3247,0
jkl,1.0721,0
search,14.6985,34
social,0.1136,0
influencer,0.2973,0
social,66.1827,90
search,0.0155,0
search,0.4581,1
influencer,0.2344,0
search,5.7613,8
influencer,0.9619,0
search,0.5894,0
jkl,0.0144,0
influencer,5.4476,1
social,8.2735,2
search,0.0077,0
influencer,0.0015,0
jkl,0.0164,0
social,5.6922,1
search,11.1007,25
,0.0008,0
search,0.0024,0
search,0.4682,0
social,2.6865,0
search,0.0494,0
influencer,0.0701,0
media,390105.0,734
influencer,0.0036,0
social,0.0187,0
influencer,0.1762,0
social,2.4673,4
influencer,2.0222,0
social,4.5481,0
influencer,1.4142,0
social,278.1781,36
jkl,0.1235,0
social,0.0022,0
influencer,4.6007,1
search,0.3008,0
jkl,0.0007,0
influencer,0.0003,0
jkl,0.0217,0
search,0.7494,0
influencer,146.849,27
jkl,1.2813,0
search,0.3236,0
jkl,0.0108,0
jkl,7.461,2
influencer,0.0832,0
social,0.4044,0
jkl,0.0818,0
search,0.0001,0
,0.008,0
search,0.9616,0
social,0.1152,0
social,0.0015,0
search,0.5407,0
social,0.0109,0
influencer,258.5933,155
jkl,0.212,0
social,48.7513,66
search,0.1734,0
influencer,0.0661,0
influencer,0.5458,0
search,0.0153,0
search,0.2668,0
social,0.0089,0
search,0.2459,0
social,0.5045,0
social,0.3482,0
social,40.3025,65
jkl,0.0065,0
search,1.1739,0
media,6822.62,18
social,0.6273,0
search,0.7556,0
social,0.002,0
influencer,0.002,0
influencer,0.1969,0
social,1.4484,0
,0.0016,0
search,42.504,5
search,0.1271,0
search,0.5896,1
influencer,1.008,0
jkl,0.0505,0
influencer,0.0207,0
social,6.8182,7
influencer,0.0998,0
social,0.091,0
jkl,0.0047,0
social,0.019,0
social,3.3518,0
social,1.6514,0
influencer,0.0114,0
social,192789.0,120
search,0.7477,0
search,9.7219,11
search,15.3892,10
social,2.3289,2
search,0.1506,0
jkl,0.0022,0
influencer,398.6944,248
search,0.1936,0
search,0.3368,0
influencer,0.5342,0
search,0.1022,0
social,2.0705,4
influencer,0.0145,0
jkl,0.0461,0
social,3.3106,1
jkl,0.0147,0
social,501.9376,52
influencer,7.479,1
jkl,0.0349,0
media,523398.0,756
search,0.4069,0
social,298.4287,39
search,23.9532,1
jkl,0.0368,0
influencer,40.8784,8
jkl,13.7869,5
influencer,29.781,40
social,0.0,0
,0.0008,0
search,1.5326,0
social,0.0027,0
influencer,9.1121,22
social,2.5856,0
search,1.4016,0
jkl,0.0019,0
influencer,0.1988,0
jkl,0.1187,0
jkl,0.002,0
social,1.9055,0
search,1.6648,1
social,1.1347,0
search,0.7641,0
influencer,0.0023,0
influencer,0.5188,0
jkl,6.2574,1
social,0.4535,0
social,0.0185,0
social,2.6006,4
social,45.4395,5
social,0.7424,0
search,0.984,0
jkl,0.002,0
search,0.8209,1
influencer,0.0636,0
social,0.1274,0
influencer,293.3762,129
influencer,120.8408,14
influencer,0.0016,0
search,0.1252,0
influencer,0.0007,0
social,5.9288,0
jkl,0.002,0
influencer,0.3337,0
influencer,1.3722,2
social,2.7327,1
search,0.7532,0
influencer,0.0008,0
influencer,12.7447,0
social,3.397,4
jkl,0.0156,0
social,1.5063,2
influencer,0.3397,0
search,0.0167,0
jkl,0.0006,0
social,0.0022,0
search,0.1093,0
influencer,0.0761,0
social,0.0138,0
influencer,4.4268,1
social,4.187,6
social,0.0035,0
social,0.9176,2
influencer,18.8005,11
search,1.3503,0
search,0.7719,0
jkl,0.1725,0
jkl,0.4156,0
social,4.7788,1
influencer,86522.9,144
social,152.2118,17
search,5.3025,0
social,0.0105,0
social,0.7436,0
search,0.0003,0
jkl,3.6443,1
social,471.613,44
search,0.0058,0
search,0.2493,0
,0.0248,0
influencer,0.0015,0
social,4.6632,5
social,0.0364,0
search,48.4493,7
search,0.0977,0
search,0.0141,0
social,1.4932,2
social,7.2155,1
influencer,2.5346,1
influencer,0.1753,0
search,0.0695,0
social,0.0212,0
social,23.2393,35
search,0.1345,0
social,10.381,1
social,0.162,0
search,0.0207,0
jkl,0.0605,0
jkl,0.0027,0
influencer,6.787,4
influencer,10.9756,3
jkl,0.6826,0
influencer,0.4489,0
jkl,1.0342,0
social,10.1325,2
social,0.0031,0
social,40.2401,49
jkl,0.1068,0
social,283.6525,29
social,0.0841,0
search,0.2445,0
jkl,0.0098,0
influencer,105.3619,53
search,0.939,0
influencer,0.1157,0
social,5.8743,2
social,0.604,0
,0.0048,0
search,0.0013,0
search,0.6918,0
,0.0016,0
social,0.0004,0
influencer,0.0178,0
jkl,0.5436,0
jkl,0.1449,0
social,0.0026,0
search,9.4451,12
influencer,0.0668,0
jkl,0.0347,0
search,0.2406,0
jkl,0.275,0
social,0.2795,0
search,0.0099,0
jkl,0.0219,0
search,1.2973,1
influencer,30.0988,7
social,1.1831,0
influencer,0.1639,0
social,556.7048,53
social,301.8871,41
social,5.7279,1
social,35.2019,67
social,27.8602,2
social,1.0628,1
search,0.1807,0
social,0.3055,0
search,0.0242,0
jkl,0.0228,0
influencer,230.8798,50
social,1.257,0
social,114.2834,13
influencer,31.4498,4
search,0.5693,0
social,9.7219,3
search,0.2075,0
social,0.0455,0
social,1.3905,0
social,0.4199,0
jkl,0.0423,0
influencer,0.0028,0
social,0.0279,0
search,0.3982,0
jkl,0.2376,0
search,0.0015,0
social,0.2102,0
jkl,1.1178,1
jkl,0.0207,0
social,70.0127,78
jkl,0.0087,0
jkl,0.8314,0
social,0.5735,1
social,0.0179,0
social,0.088,0
social,6.6154,7
influencer,0.8538,0
jkl,0.0616,0
search,15.9376,17
search,0.3312,0
social,20.0857,1
social,2.2676,4
influencer,2.0971,0
social,0.2344,0
social,8.1016,3
influencer,0.1938,0
social,0.1008,0
search,4.3399,2
jkl,0.2842,0
search,0.5681,0
jkl,0.0015,0
search,0.0052,0
social,0.0001,0
influencer,5.8918,1
social,27.4249,50
,0.0056,0
influencer,3.4296,1
influencer,0.0601,0
social,29.8793,2
search,4.033,0
social,26.4632,26
search,0.7994,0
social,0.613,0
social,0.0062,0
search,1.0721,0
social,38485.6,66
jkl,10.7009,3
search,0.1625,0
social,0.0075,0
social,9.4669,14
jkl,0.0011,0
social,0.0146,1
jkl,17.7383,9
jkl,0.5182,0
influencer,14.8354,2
jkl,0.9285,0
social,393027.0,384
jkl,0.1365,0
social,0.0093,0
social,1.6066,4
influencer,3.2339,1
search,0.0845,0
influencer,1.356,1
influencer,10.9225,0
search,0.1446,0
jkl,0.1882,0
jkl,0.0186,0
influencer,0.1136,0
search,8.8865,0
social,0.0217,0
influencer,1.6994,1
jkl,0.0022,0
jkl,0.3685,0
social,56.0422,97
jkl,0.0007,0
jkl,0.1872,0
jkl,0.1408,0
search,2.0105,0
search,0.9443,1
social,3.377,5
jkl,0.033,0
social,2.5087,1
,0.0016,0
,0.0096,0
social,0.0085,0
,0.0324,0
social,5.9119,5
social,4.4686,1
influencer,2.3431,0
social,4.0878,6
influencer,3.0453,0
influencer,0.0928,0
social,0.0239,0
influencer,36.407,8
jkl,0.0075,0
social,0.0693,0
jkl,0.6538,0
social,37098.6,916
social,300775.0,1082
influencer,0.1712,0
jkl,0.8671,0
,0.0152,0
influencer,0.0068,0
,0.0008,0
search,0.0476,0
jkl,0.0906,0
influencer,0.9665,0
jkl,0.0853,0
influencer,312.6493,153
influencer,15.8565,51
social,2.215,4
jkl,0.0184,0
influencer,0.4604,0
jkl,0.0121,0
jkl,0.1627,0
influencer,0.1315,0
jkl,1.2645,0
search,0.5595,0
social,2.9162,4
influencer,0.8828,0
jkl,2.9007,0
jkl,13.5669,5
social,0.0037,0
influencer,1.5289,1
social,0.0126,0
jkl,0.0027,0
jkl,0.0015,0
search,0.2779,0
jkl,0.0041,0
jkl,0.004,0
search,0.2599,0
influencer,1.4821,0
,0.0088,0
influencer,0.0355,0
social,2.3727,4
influencer,36431.7,51
social,6.0561,1
jkl,0.0276,0
influencer,195.8859,57
search,0.0759,0
influencer,7.4146,4
social,0.2553,0
influencer,8.5563,7
influencer,0.0751,0
influencer,0.038,0
social,0.405,0
social,0.028,0
social,0.0011,0
influencer,349.2281,102
social,1.3234,1
search,0.2473,0
search,16.7474,3
jkl,5.7312,7
influencer,13.9867,2
search,0.5519,0
social,2.1756,2
influencer,344.2572,175
jkl,0.0097,0
influencer,0.0818,0
influencer,0.035,0
social,0.0271,0
search,0.9944,1
social,85.9914,19
jkl,0.1201,0
jkl,0.0218,0
influencer,0.7924,0
influencer,4.2354,1
influencer,0.5495,0
jkl,1.006,0
social,2.3811,2
social,8.2258,1
influencer,0.1667,0
search,9.5964,15
jkl,0.2353,0
social,0.0005,0
social,2.1283,2
search,0.8285,1
influencer,0.2243,0
social,0.2834,0
social,5.1364,6
jkl,0.0043,0
jkl,0.6921,0
influencer,11.0107,3
search,11.0826,1
social,1.36,1
social,1.1436,1
jkl,0.0447,0
jkl,0.4431,0
search,5221.6,9
search,0.0057,0
jkl,0.0124,0
,0.0032,0
influencer,14.406,10
social,3.5438,0
jkl,0.0017,0
jkl,0.4681,0
search,0.0832,0
jkl,0.0756,0
influencer,0.6405,0
jkl,0.0492,0
jkl,0.0108,0
influencer,0.2106,0
search,2.4814,3
jkl,2.3945,1
influencer,0.0019,0
influencer,0.1176,0
social,71.575,10
social,0.3369,0
jkl,0.0443,0
social,0.0273,0
social,0.297,0
social,0.0119,0
search,15.8959,17
jkl,13.0691,3
search,0.1419,0
influencer,1.6128,0
influencer,0.0234,0
jkl,0.0013,0
search,0.0083,0
influencer,11.4173,6
search,0.0067,0
jkl,1.8031,0
influencer,0.0386,0
search,11.1871,1
influencer,2.2493,0
jkl,0.0046,0
search,0.0978,0
social,0.0073,0
jkl,15.0489,6
social,9.9309,2
search,0.0776,0
search,0.0125,0
search,0.9276,0
influencer,0.0144,0
social,0.5912,0
jkl,8.3746,3
social,9.3221,2
search,2.2077,0
jkl,0.0022,0
social,1.1243,0
social,0.4328,0
social,0.3693,0
social,241388.0,599
social,5.1405,5
social,0.2655,0
influencer,0.4923,0
social,0.5151,0
,0.0032,0
influencer,0.2186,0
search,57.2168,5
jkl,0.0007,0
influencer,0.015,0
search,0.2893,0
jkl,1.8459,0
social,3.2593,3
social,5792.48,12
influencer,1.822,0
search,0.1375,0
influencer,46.0781,26
jkl,0.0212,0
influencer,231.0733,68
influencer,0.0008,0
social,4.2808,0
influencer,0.0187,0
social,0.0,0
jkl,3.3929,1
search,0.4022,0
social,0.0412,0
social,3.3994,5
jkl,0.0177,0
social,2.4808,0
influencer,11.3947,3
influencer,10.8982,33
social,3.9064,5
search,0.0006,0
social,16.0986,4
search,0.9266,0
search,196998.0,498
search,1.8868,1
social,2.3877,5
social,0.0398,0
influencer,1.0241,0
influencer,0.4297,0
social,0.1246,0
jkl,0.674,0
influencer,0.3774,0
influencer,0.0142,0
search,0.082,0
jkl,0.2647,0
jkl,0.3121,0
influencer,13.94,2
influencer,63.2503,34
jkl,0.1865,0
social,0.5591,0
jkl,0.226,0
jkl,1.0512,0
social,4.4069,5
jkl,0.3442,0
,0.0027,0
social,222.9229,26
search,0.0985,0
influencer,25.0671,15
search,0.5137,0
search,1.0661,1
influencer,0.0496,0
social,5.7502,5
jkl,1.3253,0
social,0.0149,0
search,0.0169,0
influencer,31154.3,60
social,0.0221,0
search,2.2005,0
influencer,7.9249,4
social,0.0821,0
jkl,0.0025,0
social,0.0163,0
search,0.0318,0
influencer,205045.0,790
jkl,0.0935,0
influencer,10.4844,0
influencer,0.7394,0
influencer,0.2043,0
social,420.0923,60
influencer,0.6187,0
influencer,1.0552,0
social,105.6023,11
search,0.0065,0
search,0.5092,0
jkl,1.1503,1
jkl,0.3046,0
influencer,0.8515,0
jkl,0.0164,0
social,0.0092,0
influencer,0.0328,0
influencer,0.0445,0
social,4.4837,0
search,18.5849,2
social,171831.0,128
social,0.0084,0
jkl,2.538,1
jkl,0.0184,0
media,60021.6,168
social,2.4784,2
jkl,0.1288,0
social,61.5954,6
social,2.1724,3
search,0.8563,0
search,0.0641,0
social,16.4634,4
jkl,2.1826,0
search,0.5282,0
influencer,16.399,2
jkl,0.0035,0
search,0.0115,0
influencer,14.0352,2
search,0.4693,0
search,0.5475,0
search,2.4829,4
influencer,170.9199,51
jkl,0.0015,0
social,2.0614,0
influencer,0.5952,0
search,0.5363,0
social,1420.15,6
influencer,0.2936,0
social,2.4155,0
search,0.0001,0
social,0.4096,0
search,0.3313,0
jkl,0.3424,0
search,0.0145,0
jkl,0.0073,0
search,4.2778,1
jkl,0.1456,0
influencer,0.0418,0
influencer,22.2276,2
social,0.036,0
search,0.0001,0
jkl,0.0214,0
social,50.8146,62
search,72.0354,9
search,0.4233,0
jkl,0.069,0
influencer,0.0756,0
influencer,0.0019,0
search,0.0237,0
influencer,0.0591,0
search,0.9136,1
influencer,0.0017,0
jkl,0.1924,0
influencer,0.0411,0
jkl,0.0074,0
jkl,0.022,0
search,1.4426,1
search,1.0168,0
social,9.317,8
influencer,0.8756,0
influencer,0.4891,0
influencer,0.0617,0
search,0.2029,0
social,2.4355,0
jkl,0.0133,0
search,0.1319,0
jkl,0.0146,0
search,0.1449,0
jkl,0.0029,0
influencer,0.0038,0
influencer,0.0065,0
search,0.1929,0
social,3.3902,3
jkl,0.1983,0
social,0.4664,0
jkl,0.0021,0
jkl,0.0115,0
influencer,2.5386,1
social,0.0,0
social,0.0007,0
social,0.3978,0
social,0.2351,0
jkl,0.0045,0
jkl,0.2551,0
social,13.1724,12
,0.012,0
jkl,0.0008,0
influencer,11.1789,8
search,0.1575,0
search,30.3112,3
search,0.2858,0
social,0.5158,0
jkl,0.0173,0
search,0.3573,0
social,0.4422,0
social,0.0002,0
social,4.8601,0
search,0.1102,0
influencer,177.5025,264
search,0.7301,0
influencer,1.9022,0
,0.0032,0
influencer,2.2051,0
social,6.7589,2
influencer,1.5555,0
social,0.3756,0
social,0.3184,0
jkl,0.3098,0
social,10.5697,3
social,3.1317,0
jkl,0.323,0
social,0.1726,0
influencer,292.8014,81
social,3.5096,0
search,0.1654,0
influencer,0.4763,0
jkl,0.3904,0
social,0.0107,0
jkl,0.0093,0
search,34.5492,4
influencer,2.8205,0
social,330.76,1
influencer,1.0558,0
social,0.0126,0
social,79.7769,95
jkl,0.0024,0
jkl,0.001,0
,0.004,0
search,0.0109,0
influencer,13.4053,4
jkl,0.1046,0
jkl,0.0125,0
search,0.0208,0
search,0.5522,0
social,2.0933,0
social,1.0956,3
jkl,0.1611,0
search,0.3149,0
search,0.4043,0
social,15.3637,4
search,0.2808,1
influencer,0.0287,0
search,1.7709,1
search,0.2902,0
jkl,0.4518,0
social,3.2754,0
jkl,0.0076,0
search,1.2102,0
influencer,0.0167,0
influencer,0.3271,0
social,1.4242,0
social,3.1867,7
jkl,0.0144,0
social,7.7598,2
search,4.2645,2
jkl,0.1391,0
,0.0017,0
jkl,0.0947,0
jkl,2.1695,0
jkl,2.2432,0
influencer,349.4535,270
influencer,0.004,0
,0.0016,0
jkl,0.181,0
influencer,0.1913,0
search,0.303,0
influencer,1.4434,1
influencer,0.2261,0
,0.002,0
jkl,0.0015,0
influencer,2.2998,2
influencer,0.0131,0
social,0.4452,0
jkl,0.0055,0
jkl,0.0005,0
search,0.0601,0
search,5.5359,1
social,0.0199,0
jkl,0.0098,0
,0.0038,0
influencer,0.5545,0
social,15.7513,29
search,0.0082,0
search,0.0007,0
social,2.0754,3
search,0.0055,0
search,18.2894,1
social,5.1939,0
search,0.1888,0
jkl,0.4675,0
jkl,0.0006,0
search,0.0231,0
,0.0248,0
social,0.5675,0
influencer,0.0449,0
search,0.0199,0
,0.0016,0
jkl,0.0582,0
search,0.5774,0
social,0.0246,0
influencer,0.0501,0
social,169.75,0
social,0.0016,0
search,0.2071,0
social,258306.0,526
influencer,1.4036,0
social,0.0028,0
social,2.7336,3
search,0.0282,0
social,10.1472,12
jkl,0.8463,0
social,31.0036,3
jkl,0.0386,0
jkl,1.4939,0
social,3.4891,1
search,0.7093,0
