category,cost,clicks,leads,orders,revenue
social,0.6248,10,0,1,40.9413
jkl,0.0015,0,0,0,0.0
search,3.3135,31,0,0,0.0
influencer,7.0033,95,2,20,1348.4954
jkl,0.2017,13,0,2,40.7832
social,12.6075,114,2,19,728.0146
social,0.0108,0,0,0,0.0
jkl,0.001,0,0,0,0.0
search,0.2868,3,0,0,0.0
influencer,0.0171,0,0,0,0.0
social,3.0436,38,0,2,95.0819
search,0.175,11,0,0,0.0
influencer,0.0171,0,0,0,0.0
social,0.7096,46,1,0,0.0
jkl,0.0017,0,0,0,0.0
search,0.3979,36,0,1,37.0553
influencer,0.0343,0,0,0,0.0
social,2.6079,183,4,0,0.0
search,0.6567,8,0,0,0.0
influencer,2.9137,46,1,10,553.775
jkl,0.6701,8,0,0,0.0
social,3.3518,19,0,2,78.2601
search,0.2738,11,0,0,0.0
influencer,0.9343,13,0,0,0.0
jkl,0.0297,0,0,0,0.0
social,0.3331,10,0,0,0.0
search,0.6033,29,0,0,0.0
influencer,2.3111,85,1,0,0.0
jkl,0.107,6,0,0,0.0
social,1.2981,46,1,0,0.0
search,0.733,11,0,0,0.0
influencer,0.3769,8,0,0,0.0
jkl,0.0324,0,0,0,0.0
social,6.627,104,2,15,1686.9464
jkl,0.0021,0,0,0,0.0
search,0.2666,47,1,0,0.0
influencer,0.1747,7,0,0,0.0
jkl,0.001,0,0,0,0.0
social,0.9435,72,1,1,40.5724
search,0.6654,68,1,0,0.0
influencer,0.414,37,0,0,0.0
jkl,0.0025,0,0,0,0.0
social,3.2418,193,4,3,193.6617
search,0.0058,0,0,0,0.0
influencer,0.0003,0,0,0,0.0
social,0.0112,0,0,0,0.0
search,0.0013,0,0,0,0.0
influencer,0.0003,0,0,0,0.0
social,0.0014,0,0,0,0.0
search,0.004,0,0,0,0.0
influencer,0.0007,0,0,0,0.0
social,0.0075,0,0,0,0.0
social,2.4355,34,0,6,339.518
social,0.3858,28,0,0,0.0
social,1.5468,125,3,0,0.0
search,0.123,1,0,0,0.0
influencer,0.0542,0,0,0,0.0
jkl,0.0103,0,0,0,0.0
social,0.2562,1,0,0,0.0
search,0.0767,6,0,0,0.0
influencer,0.0121,0,0,0,0.0
jkl,0.0011,0,0,0,0.0
social,0.0259,3,0,0,0.0
search,0.1491,13,0,0,0.0
influencer,0.0274,0,0,0,0.0
jkl,0.0007,0,0,0,0.0
social,0.1053,8,0,0,0.0
search,0.9382,14,0,2,203.7055
influencer,0.6399,11,0,0,0.0
jkl,0.1229,1,0,0,0.0
social,3.325,31,0,3,533.963
,0.004,0,0,0,0.0
jkl,0.0015,0,0,0,0.0
search,0.3031,10,0,0,0.0
influencer,0.1665,1,0,0,0.0
jkl,0.0056,0,0,0,0.0
social,0.4214,30,0,0,0.0
,0.0056,0,0,0,0.0
search,0.8955,49,1,0,0.0
influencer,0.3842,0,0,0,0.0
jkl,0.0241,0,0,0,0.0
social,1.5187,104,2,0,0.0
,0.0024,0,0,0,0.0
social,0.0022,0,0,0,0.0
social,0.0,0,0,0,0.0
jkl,0.002,0,0,0,0.0
search,18.2894,71,1,24,851.5527
influencer,25.002,103,2,74,2149.6115
social,187.0482,1036,28,638,27319.9555
search,0.0476,0,0,0,0.0
influencer,0.0225,0,0,0,0.0
social,0.4443,4,0,0,0.0
search,0.826,3,0,0,0.0
influencer,0.6379,4,0,1,31.4305
social,9.6164,103,2,13,775.1475
search,33.4357,134,3,41,3614.4506
influencer,221.651,4940,133,2188,101479.4467
jkl,13.8514,192,4,75,4213.1467
social,195.6971,657,16,439,20448.9377
search,0.0978,1,0,0,0.0
influencer,0.4982,7,0,0,0.0
jkl,0.0638,1,0,0,0.0
social,0.2703,2,0,0,0.0
search,1.3334,22,0,4,120.4185
influencer,9.9252,349,8,32,1583.2875
jkl,0.9325,33,0,6,751.8153
social,7.789,65,1,3,75.9656
jkl,0.0135,0,0,0,0.0
search,34.571,153,3,86,3346.2094
influencer,38.6859,732,18,315,12794.394
jkl,0.9155,3,0,2,157.5345
social,389.0885,1642,37,1141,48688.9365
search,0.1023,0,0,0,0.0
influencer,0.0745,15,0,0,0.0
jkl,0.004,0,0,0,0.0
social,0.7131,9,0,0,0.0
search,2.1672,12,0,4,209.4884
influencer,1.4209,65,1,9,385.0009
jkl,0.0897,0,0,0,0.0
social,20.1904,214,4,44,2140.9674
search,0.3008,1,0,0,0.0
influencer,0.202,0,0,1,28.9935
jkl,0.0097,0,0,0,0.0
social,1.4566,3,0,0,0.0
influencer,0.0003,0,0,0,0.0
social,0.0007,0,0,0,0.0
search,0.018,0,0,0,0.0
influencer,0.0094,0,0,0,0.0
social,0.0712,0,0,0,0.0
social,99.7752,460,10,402,12115.0848
social,0.1742,4,0,0,0.0
social,4.3742,56,1,6,424.0244
search,8.1727,41,0,6,283.9812
influencer,11.5244,97,2,52,3884.3025
jkl,0.1187,2,0,0,0.0
social,20.2274,84,2,36,1221.7714
search,0.0295,0,0,0,0.0
influencer,0.0144,0,0,0,0.0
jkl,0.0003,0,0,0,0.0
social,0.0131,0,0,0,0.0
search,0.2048,1,0,0,0.0
influencer,0.3784,14,0,0,0.0
jkl,0.0132,1,0,0,0.0
social,0.7542,2,0,2,402.076
jkl,0.004,0,0,0,0.0
search,66.9725,216,5,125,5093.1945
influencer,202.3243,1475,33,934,38081.3726
jkl,2.1894,29,0,24,2894.6938
social,238.1822,919,25,558,29700.8463
,0.0192,0,0,0,0.0
search,0.1419,4,0,0,0.0
influencer,0.167,0,0,0,0.0
jkl,0.0125,0,0,0,0.0
social,0.5178,8,0,3,34.5393
search,2.9968,29,0,1,297.0254
influencer,6.1838,58,1,8,755.2408
jkl,0.1647,1,0,0,0.0
social,11.4468,108,2,17,1445.4912
social,0.0088,0,0,0,0.0
social,0.0047,0,0,0,0.0
search,0.2963,1,0,0,0.0
influencer,0.0275,0,0,0,0.0
social,3.0678,26,0,0,0.0
search,0.1655,10,0,0,0.0
influencer,0.0272,0,0,0,0.0
social,0.7317,41,1,0,0.0
jkl,0.001,0,0,0,0.0
search,0.3813,17,0,0,0.0
influencer,0.0308,0,0,0,0.0
social,2.5611,167,4,1,341.1514
search,0.7133,10,0,1,24.541
influencer,3.28,30,0,7,427.3548
jkl,0.8325,3,0,0,0.0
social,3.4867,15,0,1,189.1626
search,0.2428,8,0,0,0.0
influencer,0.9448,12,0,0,0.0
jkl,0.0294,0,0,0,0.0
social,0.4277,18,0,0,0.0
search,0.5594,23,0,0,0.0
influencer,2.2998,90,2,0,0.0
jkl,0.1616,13,0,0,0.0
social,1.36,70,1,0,0.0
search,0.6995,11,0,0,0.0
influencer,0.5142,11,0,0,0.0
jkl,0.0226,0,0,0,0.0
social,7.5263,112,2,13,1949.3204
search,0.2677,28,0,0,0.0
influencer,0.1763,8,0,0,0.0
social,1.1667,88,2,0,0.0
jkl,0.0021,0,0,0,0.0
search,0.6239,52,1,0,0.0
influencer,0.5133,32,0,0,0.0
jkl,0.001,0,0,0,0.0
social,3.9064,237,5,3,77.8164
search,0.0049,0,0,0,0.0
influencer,0.0011,0,0,0,0.0
social,0.0158,0,0,0,0.0
search,0.0011,0,0,0,0.0
influencer,0.0007,0,0,0,0.0
social,0.0015,1,0,0,0.0
search,0.0042,1,0,0,0.0
influencer,0.0003,0,0,0,0.0
social,0.0058,1,0,0,0.0
social,2.5474,40,0,6,198.8183
social,0.4183,37,0,0,0.0
social,1.6544,143,3,0,0.0
search,0.1203,3,0,0,0.0
influencer,0.0651,0,0,0,0.0
jkl,0.0029,0,0,0,0.0
social,0.2275,1,0,0,0.0
search,0.0745,5,0,0,0.0
influencer,0.0133,0,0,0,0.0
jkl,0.0003,0,0,0,0.0
social,0.032,3,0,0,0.0
search,0.1389,19,0,0,0.0
influencer,0.0378,0,0,0,0.0
jkl,0.0007,0,0,0,0.0
social,0.1114,8,0,0,0.0
jkl,0.003,0,0,0,0.0
search,0.9485,9,0,0,0.0
influencer,0.7093,4,0,0,0.0
jkl,0.1162,0,0,0,0.0
social,3.4759,20,0,3,253.3434
,0.0016,0,0,0,0.0
search,0.3309,23,0,0,0.0
influencer,0.1744,1,0,0,0.0
jkl,0.0043,0,0,0,0.0
social,0.537,42,0,0,0.0
search,0.9136,42,1,0,0.0
influencer,0.3769,4,0,0,0.0
jkl,0.0334,1,0,0,0.0
social,1.7468,133,3,1,52.6694
,0.0016,0,0,0,0.0
social,0.0,0,0,0,0.0
social,0.0,0,0,0,0.0
social,0.0001,0,0,0,0.0
jkl,0.0167,0,0,0,0.0
search,15.5531,83,1,32,2259.1513
influencer,24.6666,126,2,70,6124.6525
social,189.8956,842,19,555,26678.5241
search,0.0695,0,0,0,0.0
influencer,0.0123,0,0,0,0.0
social,0.5242,4,0,0,0.0
search,0.9642,7,0,2,225.7266
influencer,0.5943,5,0,1,13.6293
social,9.4786,103,2,31,2400.3191
search,31.0779,143,3,28,2796.7281
influencer,232.0296,5048,114,2293,100378.0627
jkl,13.4602,182,4,109,12662.9624
social,204.1697,625,16,424,22371.6693
search,0.1261,0,0,0,0.0
influencer,0.6818,13,0,0,0.0
jkl,0.1066,0,0,0,0.0
social,0.4606,3,0,2,128.0795
search,1.8051,15,0,5,1098.0712
influencer,11.2981,413,10,52,3941.5512
jkl,0.9276,29,0,7,517.4965
social,8.877,75,1,24,1225.1062
jkl,0.0249,0,0,0,0.0
search,34.5492,148,3,152,8632.2159
influencer,35.5095,722,18,305,13278.865
jkl,1.7666,10,0,5,168.3231
social,394.5836,1521,37,1005,50891.5629
search,0.1319,2,0,0,0.0
influencer,0.0569,5,0,0,0.0
jkl,0.0098,0,0,0,0.0
social,1.0506,19,0,5,163.4508
search,2.3211,15,0,0,0.0
influencer,1.4199,85,2,8,494.989
jkl,0.1907,0,0,0,0.0
social,21.381,187,4,22,1684.3148
search,0.5363,3,0,2,106.0325
influencer,0.2088,2,0,2,82.3777
jkl,0.0079,0,0,0,0.0
social,1.6197,2,0,2,990.4229
search,0.0005,0,0,0,0.0
social,0.0016,0,0,0,0.0
search,0.022,0,0,0,0.0
influencer,0.0139,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
social,0.1551,2,0,2,91.8295
social,102.9039,426,10,327,15188.7941
social,0.2192,3,0,0,0.0
social,5.3139,53,1,9,326.9149
search,8.0284,36,0,16,523.6402
influencer,10.0405,84,2,36,1709.8292
jkl,0.2203,1,0,0,0.0
social,20.0857,60,1,78,4805.9129
search,0.0199,0,0,0,0.0
influencer,0.0199,0,0,0,0.0
jkl,0.0007,0,0,0,0.0
social,0.0204,5,0,0,0.0
search,0.3247,3,0,0,0.0
influencer,0.3496,16,0,0,0.0
jkl,0.0133,0,0,0,0.0
social,0.724,10,0,1,4.6456
jkl,0.0375,0,0,0,0.0
search,62.7731,232,5,88,4162.6197
influencer,204.9311,1466,33,780,37972.0043
jkl,3.1861,42,0,15,1501.9642
social,246.7139,833,22,561,27415.0939
,0.0136,0,0,0,0.0
search,0.1868,1,0,0,0.0
influencer,0.1851,3,0,0,0.0
jkl,0.0508,1,0,0,0.0
social,0.5223,12,0,3,187.5464
jkl,0.0035,0,0,0,0.0
search,3.9383,15,0,1,55.5494
influencer,6.7278,102,2,12,407.573
jkl,0.2898,4,0,2,56.3784
social,13.8964,127,3,19,836.1247
social,0.0422,0,0,0,0.0
search,0.3429,6,0,0,0.0
influencer,0.035,0,0,0,0.0
social,4.7315,44,1,2,290.838
search,0.2299,3,0,0,0.0
influencer,0.0164,0,0,0,0.0
social,1.6743,68,1,0,0.0
search,0.5681,21,0,0,0.0
influencer,0.0416,0,0,0,0.0
social,5.675,258,5,2,46.326
search,0.9995,6,0,0,0.0
influencer,5.1601,50,1,7,385.6345
jkl,1.1755,10,0,1,37.2483
social,6.2286,42,1,5,1527.2093
search,0.5323,7,0,0,0.0
influencer,1.6759,20,0,0,0.0
jkl,0.0758,0,0,0,0.0
social,0.8722,39,0,0,0.0
search,1.1197,42,1,0,0.0
influencer,4.5429,86,2,1,6.5231
jkl,0.2934,5,0,0,0.0
social,2.9763,112,3,0,0.0
search,1.0631,9,0,0,0.0
influencer,0.6421,5,0,0,0.0
jkl,0.0903,0,0,0,0.0
social,12.5518,158,3,15,874.1807
search,0.4843,41,0,0,0.0
influencer,0.316,12,0,0,0.0
jkl,0.0017,0,0,0,0.0
social,2.5325,147,3,0,0.0
jkl,0.0038,0,0,0,0.0
search,1.1223,74,1,0,0.0
influencer,0.7865,41,1,0,0.0
jkl,0.012,1,0,0,0.0
social,8.2958,390,9,6,372.4476
search,0.0075,0,0,0,0.0
influencer,0.0023,0,0,0,0.0
social,0.0279,1,0,1,38.3266
search,0.0031,0,0,0,0.0
influencer,0.0003,0,0,0,0.0
social,0.003,0,0,0,0.0
search,0.0099,1,0,0,0.0
influencer,0.0027,0,0,0,0.0
social,0.0143,3,0,0,0.0
social,3.6918,29,0,3,97.3509
social,0.8972,33,0,0,0.0
social,3.0302,157,3,6,317.0217
search,0.1482,0,0,0,0.0
influencer,0.0668,1,0,0,0.0
jkl,0.0109,0,0,0,0.0
social,0.3858,9,0,0,0.0
search,0.1364,9,0,0,0.0
influencer,0.0118,0,0,0,0.0
jkl,0.0045,0,0,0,0.0
social,0.054,0,0,0,0.0
search,0.2333,18,0,0,0.0
influencer,0.0424,0,0,0,0.0
jkl,0.0101,0,0,0,0.0
social,0.2078,7,0,0,0.0
search,1.4864,11,0,2,39.2984
influencer,1.0571,8,0,2,143.7041
jkl,0.2783,2,0,0,0.0
social,5.8219,50,1,6,453.3482
search,0.591,18,0,0,0.0
influencer,0.2232,3,0,0,0.0
jkl,0.0234,0,0,0,0.0
social,1.1699,55,1,0,0.0
,0.0016,0,0,0,0.0
search,1.6173,77,1,0,0.0
influencer,0.6441,5,0,0,0.0
jkl,0.0993,6,0,0,0.0
social,3.8235,211,5,0,0.0
,0.0024,0,0,0,0.0
social,0.0016,0,0,0,0.0
social,0.0011,0,0,0,0.0
social,0.0006,0,0,0,0.0
jkl,0.028,0,0,0,0.0
search,18.5802,138,3,38,1994.4796
influencer,32.5821,117,2,74,4859.0311
social,235.7281,1387,36,659,31869.3305
,0.0006,0,0,0,0.0
search,0.0775,0,0,0,0.0
influencer,0.0196,0,0,0,0.0
social,0.7053,10,0,0,0.0
search,0.8805,4,0,1,68.7451
influencer,1.0759,1,0,0,0.0
social,15.2305,211,5,21,1426.353
search,31.6968,194,5,90,5659.6841
influencer,312.6493,6434,172,2786,139840.7573
jkl,20.283,234,5,195,11317.3754
social,322.0078,1141,25,674,36228.4776
search,0.1915,3,0,0,0.0
influencer,1.0565,16,0,1,107.0742
jkl,0.1363,0,0,0,0.0
social,0.5765,9,0,0,0.0
search,1.5686,10,0,5,201.5803
influencer,17.4593,641,15,65,4083.5381
jkl,1.4925,41,1,2,111.048
social,15.5167,175,3,29,2158.8074
jkl,0.023,0,0,0,0.0
search,40.3182,190,4,110,5268.2806
influencer,40.009,690,16,330,16101.5424
jkl,5.0374,21,0,8,878.8708
social,471.613,1890,44,1582,73136.1697
search,0.1681,0,0,0,0.0
influencer,0.141,2,0,0,0.0
jkl,0.0198,0,0,0,0.0
social,1.3794,22,0,3,226.453
search,3.1102,35,0,4,272.3072
influencer,1.4906,78,1,35,856.102
jkl,0.3655,6,0,3,53.557
social,28.5648,348,9,49,3300.9995
search,0.5252,2,0,3,40.9082
influencer,0.3774,1,0,8,89.6785
jkl,0.0046,0,0,0,0.0
social,2.0575,4,0,0,0.0
search,0.0013,1,0,0,0.0
influencer,0.0003,0,0,0,0.0
social,0.0046,0,0,0,0.0
search,0.0539,0,0,0,0.0
influencer,0.0171,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
social,0.159,1,0,0,0.0
social,125.5,559,13,357,18203.9428
social,0.2595,9,0,1,7.1285
social,6.9805,87,2,18,394.8754
search,9.4021,38,0,14,438.2791
influencer,13.2276,88,2,48,2051.0732
jkl,0.3405,2,0,0,0.0
social,25.3709,84,1,72,2502.5688
search,0.0221,1,0,0,0.0
influencer,0.0196,0,0,0,0.0
jkl,0.003,0,0,0,0.0
social,0.0464,0,0,0,0.0
search,0.4693,3,0,0,0.0
influencer,0.5695,41,0,0,0.0
jkl,0.036,0,0,0,0.0
social,1.3684,16,0,0,0.0
jkl,0.0496,0,0,0,0.0
search,68.7137,296,7,138,5338.85
influencer,284.5524,2047,54,1087,53852.6367
jkl,8.9944,88,2,33,1354.0444
social,308.5376,1346,30,901,39815.7094
,0.011,0,0,1,121.318
search,0.2784,3,0,0,0.0
influencer,0.3647,7,0,1,103.603
jkl,0.0891,1,0,0,0.0
social,1.0096,10,0,1,8.1126
search,4.4937,26,0,1,39.7389
influencer,10.5463,187,4,14,964.937
jkl,0.7875,11,0,0,0.0
social,19.9382,180,4,19,1006.6656
social,0.2441,0,0,0,0.0
social,0.0103,0,0,0,0.0
search,0.3547,5,0,0,0.0
influencer,0.0591,0,0,0,0.0
social,5.9532,56,1,0,0.0
jkl,0.0043,0,0,0,0.0
search,0.1655,10,0,0,0.0
influencer,0.0289,1,0,0,0.0
social,1.5488,104,2,0,0.0
jkl,0.0007,0,0,0,0.0
search,0.5299,17,0,0,0.0
influencer,0.0612,0,0,0,0.0
social,5.8901,314,8,0,0.0
search,1.0549,5,0,1,68.4924
influencer,6.8059,66,1,26,3054.8283
jkl,1.3466,10,0,6,755.3051
social,9.025,50,1,0,0.0
search,0.405,9,0,0,0.0
influencer,2.1025,31,0,0,0.0
jkl,0.0485,0,0,0,0.0
social,1.0005,36,0,0,0.0
search,0.8667,36,0,0,0.0
influencer,5.2025,138,3,4,175.1601
jkl,0.2437,5,0,0,0.0
social,3.8072,184,4,3,11.6769
search,1.1069,7,0,0,0.0
influencer,0.6727,8,0,0,0.0
jkl,0.1656,0,0,0,0.0
social,12.876,122,2,8,342.0563
jkl,0.0032,0,0,0,0.0
search,0.4325,34,0,0,0.0
influencer,0.2436,1,0,0,0.0
jkl,0.001,0,0,0,0.0
social,2.4115,143,3,0,0.0
jkl,0.0058,0,0,0,0.0
search,0.9879,78,2,0,0.0
influencer,0.6013,38,0,0,0.0
jkl,0.0107,0,0,0,0.0
social,8.4127,447,10,3,77.1861
search,0.0105,2,0,0,0.0
influencer,0.0031,0,0,0,0.0
social,0.0305,0,0,0,0.0
search,0.001,0,0,0,0.0
influencer,0.0011,0,0,0,0.0
social,0.0036,0,0,0,0.0
search,0.0054,0,0,0,0.0
influencer,0.0019,0,0,0,0.0
social,0.0144,0,0,0,0.0
social,4.2283,51,1,2,395.9331
social,0.6838,27,0,0,0.0
social,2.6483,156,4,2,21.0797
search,0.1553,0,0,0,0.0
influencer,0.1387,0,0,0,0.0
jkl,0.0402,0,0,0,0.0
social,0.4456,12,0,1,25.9207
search,0.0923,4,0,0,0.0
influencer,0.0439,2,0,0,0.0
jkl,0.0029,0,0,0,0.0
social,0.0528,3,0,0,0.0
search,0.172,10,0,0,0.0
influencer,0.0705,2,0,0,0.0
jkl,0.0095,0,0,0,0.0
social,0.2102,18,0,0,0.0
jkl,0.0015,0,0,0,0.0
search,1.4329,16,0,2,54.0689
influencer,1.8535,15,0,1,23.8726
jkl,0.6056,4,0,0,0.0
social,7.5889,71,1,14,1455.3443
,0.0032,0,0,0,0.0
search,0.445,14,0,0,0.0
influencer,0.3402,2,0,0,0.0
jkl,0.033,0,0,0,0.0
social,1.3961,101,2,0,0.0
jkl,0.0036,0,0,0,0.0
search,1.4273,53,1,0,0.0
influencer,0.9727,36,0,0,0.0
jkl,0.2048,10,0,0,0.0
social,4.6164,281,7,1,97.6171
social,0.0005,0,0,0,0.0
social,0.0006,0,0,0,0.0
social,0.0004,0,0,0,0.0
jkl,0.0108,0,0,0,0.0
search,17.0558,121,2,60,2942.9559
influencer,30.7964,107,2,86,3930.5802
social,242.1208,1380,36,710,38888.2662
search,0.0522,2,0,0,0.0
influencer,0.0338,0,0,0,0.0
social,0.8035,10,0,0,0.0
search,1.0547,10,0,5,721.6514
influencer,0.9754,12,0,1,167.9657
social,15.3293,191,5,25,910.8353
search,38.3386,210,5,61,5248.4696
influencer,274.9033,5651,131,2466,130175.5081
jkl,21.096,263,6,118,6210.2111
social,362.2586,1364,31,698,40353.0492
search,0.2353,2,0,0,0.0
influencer,0.8614,25,0,3,107.2839
jkl,0.1272,4,0,0,0.0
social,0.7667,7,0,1,6.3193
search,2.5706,35,0,0,0.0
influencer,14.0088,593,14,49,3177.6954
jkl,1.6206,43,0,6,321.984
social,18.5833,136,3,14,809.6209
jkl,0.0217,0,0,0,0.0
search,39.7128,151,4,109,5750.3043
influencer,40.2253,670,16,315,12421.32
jkl,4.0976,26,0,14,897.4701
social,513.3684,2012,53,1297,71334.8892
search,0.1665,3,0,0,0.0
influencer,0.088,1,0,0,0.0
jkl,0.0161,0,0,0,0.0
social,1.2893,34,0,4,368.3216
search,3.0889,27,0,3,116.287
influencer,1.5284,68,1,6,399.4774
jkl,0.3271,0,0,0,0.0
social,30.5338,253,6,19,3822.7634
search,0.4804,1,0,1,30.9094
influencer,0.2855,1,0,5,75.6341
jkl,0.0065,0,0,0,0.0
social,2.3855,7,0,11,830.3587
search,0.0032,0,0,0,0.0
influencer,0.0003,0,0,0,0.0
social,0.0149,0,0,0,0.0
search,0.0453,0,0,0,0.0
influencer,0.0249,0,0,0,0.0
social,0.1735,3,0,0,0.0
social,133.8498,660,14,537,33607.2839
social,0.2915,3,0,2,29.9971
social,7.5703,107,2,26,1260.9872
search,8.2339,43,1,21,2324.1416
influencer,13.3144,99,2,46,1679.6096
jkl,0.196,0,0,0,0.0
social,27.7437,98,2,48,1814.0169
search,0.0164,0,0,0,0.0
influencer,0.0156,0,0,0,0.0
jkl,0.0003,0,0,0,0.0
social,0.0337,1,0,0,0.0
search,0.3609,5,0,0,0.0
influencer,0.4395,11,0,0,0.0
jkl,0.0129,0,0,0,0.0
social,1.5567,21,0,6,879.4374
jkl,0.0302,0,0,0,0.0
search,67.4213,297,7,209,8264.6235
influencer,286.1563,2211,56,1104,49556.0127
jkl,9.2767,110,2,88,4977.2149
social,332.8291,1336,32,731,34666.6069
,0.0056,0,0,0,0.0
search,0.25,0,0,0,0.0
influencer,0.367,3,0,0,0.0
jkl,0.0873,3,0,1,63.7754
social,1.0385,12,0,1,30.9304
,0.0008,0,0,0,0.0
search,4.5281,29,0,0,0.0
influencer,10.7232,164,3,16,646.3212
jkl,0.8548,10,0,0,0.0
social,21.5047,185,4,17,932.481
social,0.0071,0,0,0,0.0
search,0.2905,2,0,0,0.0
influencer,0.0634,0,0,0,0.0
social,5.0077,68,1,12,1342.304
jkl,0.0017,0,0,0,0.0
search,0.1073,4,0,0,0.0
influencer,0.045,0,0,0,0.0
social,1.0107,61,1,0,0.0
search,0.3693,25,0,0,0.0
influencer,0.1012,0,0,0,0.0
social,4.3455,248,5,3,649.3701
search,0.8569,22,0,2,410.5081
influencer,4.9858,64,1,3,111.6752
jkl,1.256,10,0,4,1153.841
social,7.5304,62,1,8,293.0566
search,0.2666,16,0,1,138.5635
influencer,1.5408,16,0,0,0.0
jkl,0.0474,1,0,0,0.0
social,0.7523,37,0,0,0.0
search,0.6881,49,1,0,0.0
influencer,4.2703,125,3,4,456.5813
jkl,0.2699,9,0,1,22.0781
social,3.0482,145,3,1,22.1983
search,0.8681,15,0,10,409.9118
influencer,0.5481,10,0,4,90.6922
jkl,0.0994,0,0,0,0.0
social,10.3404,120,2,20,1729.6951
jkl,0.0042,0,0,0,0.0
search,0.2909,19,0,0,0.0
influencer,0.2161,11,0,0,0.0
jkl,0.0002,0,0,0,0.0
social,1.7561,98,2,0,0.0
jkl,0.0038,0,0,0,0.0
search,0.7822,83,1,1,203.3304
influencer,0.4808,43,1,0,0.0
jkl,0.0064,0,0,0,0.0
social,6.3915,410,10,3,134.3374
search,0.0096,0,0,0,0.0
influencer,0.0023,0,0,0,0.0
social,0.028,0,0,0,0.0
search,0.0015,0,0,0,0.0
influencer,0.0007,0,0,0,0.0
social,0.0012,1,0,0,0.0
search,0.008,0,0,0,0.0
influencer,0.0035,0,0,0,0.0
social,0.0137,0,0,0,0.0
social,3.1504,33,0,2,353.0256
social,0.4596,48,1,0,0.0
social,1.7178,141,3,0,0.0
search,0.1237,2,0,0,0.0
influencer,0.1197,1,0,0,0.0
jkl,0.0156,0,0,0,0.0
social,0.4158,4,0,0,0.0
search,0.0657,6,0,0,0.0
influencer,0.0395,0,0,0,0.0
jkl,0.0011,0,0,0,0.0
social,0.0349,4,0,0,0.0
search,0.137,19,0,0,0.0
influencer,0.0818,1,0,0,0.0
jkl,0.0037,0,0,0,0.0
social,0.1631,19,0,0,0.0
search,1.0561,12,0,1,84.4614
influencer,1.6344,12,0,0,0.0
jkl,0.5839,3,0,1,270.2259
social,6.0315,57,1,8,252.2593
search,0.3175,18,0,1,6.8217
influencer,0.4156,5,0,0,0.0
jkl,0.0203,0,0,0,0.0
social,1.0255,84,1,1,251.0543
,0.0016,0,0,0,0.0
search,1.1958,72,1,2,147.6724
influencer,1.0469,21,0,0,0.0
jkl,0.2036,9,0,0,0.0
social,3.5894,257,5,3,394.3527
social,0.0004,0,0,0,0.0
social,0.0,0,0,0,0.0
social,0.0005,0,0,0,0.0
jkl,0.009,0,0,0,0.0
search,19.4855,138,3,22,1106.1977
influencer,31.0252,113,2,78,3800.3803
social,263.0381,1551,41,741,35298.1241
search,0.0708,2,0,0,0.0
influencer,0.0469,0,0,0,0.0
social,0.7249,10,0,0,0.0
jkl,0.0025,0,0,0,0.0
search,0.9421,10,0,1,48.774
influencer,1.008,4,0,0,0.0
social,15.9219,193,5,28,1985.8778
search,38.3467,226,5,84,4864.903
influencer,288.2962,5940,140,2527,126931.5503
jkl,24.0242,373,10,181,10461.2897
social,404.9274,1472,36,936,44843.2506
search,0.1844,4,0,1,156.7308
influencer,0.8787,16,0,0,0.0
jkl,0.1827,5,0,1,55.6335
social,0.731,9,0,1,243.5532
search,2.3665,28,0,0,0.0
influencer,15.5315,504,13,41,2997.9867
jkl,1.852,46,1,9,263.2592
social,20.0745,129,3,26,839.9476
jkl,0.0215,0,0,0,0.0
search,42.6826,186,4,93,6876.1833
influencer,42.1716,696,15,330,13217.7185
jkl,4.3518,30,0,23,1955.5732
social,556.7048,2178,51,1498,75148.2007
search,0.1779,2,0,0,0.0
influencer,0.1031,1,0,0,0.0
jkl,0.0244,0,0,0,0.0
social,1.3061,21,0,7,435.7248
jkl,0.0053,0,0,0,0.0
search,3.1232,26,0,4,225.9861
influencer,1.5512,52,1,11,797.1296
jkl,0.3746,2,0,0,0.0
social,30.9774,257,6,30,1771.9285
search,0.5654,5,0,2,237.3821
influencer,0.3694,0,0,0,0.0
jkl,0.0072,0,0,0,0.0
social,2.8157,15,0,15,1272.0537
search,0.0031,0,0,0,0.0
influencer,0.0031,0,0,0,0.0
social,0.0029,0,0,0,0.0
search,0.0406,1,0,0,0.0
influencer,0.0155,1,0,1,19.0065
social,0.1883,0,0,0,0.0
social,152.2118,741,19,498,22929.071
social,0.2968,3,0,0,0.0
social,7.7721,78,2,12,1163.6187
search,8.6136,39,0,10,443.0437
influencer,14.8354,104,2,67,2077.9176
jkl,0.2756,0,0,1,12.6888
social,31.6968,120,3,66,4023.3812
search,0.0108,0,0,0,0.0
influencer,0.0175,0,0,0,0.0
jkl,0.0011,0,0,0,0.0
social,0.048,0,0,0,0.0
search,0.5282,6,0,0,0.0
influencer,0.5989,19,0,5,181.4687
jkl,0.0218,0,0,0,0.0
social,1.6422,17,0,7,329.0828
jkl,0.0205,0,0,0,0.0
search,70.1489,301,6,160,8157.0703
influencer,302.4739,2364,60,1214,54314.1585
jkl,9.5426,135,3,59,2643.2282
social,358.2631,1435,33,859,41208.8484
,0.0016,0,0,0,0.0
