category,cost,orders
influencer,0.1217,0
,0.0192,0
influencer,0.0353,0
search,0.0092,0
social,0.2608,0
jkl,0.2052,1
social,0.0124,0
jkl,0.078,0
jkl,0.4543,0
search,0.5227,0
search,12.4224,48
search,27.9892,86
social,0.0206,0
search,0.9164,0
jkl,1.2994,3
jkl,12.0469,8
social,28.2266,52
influencer,0.7246,0
jkl,14.9192,13
search,0.0522,0
jkl,0.4572,0
search,0.2567,0
search,0.2906,0
influencer,0.0008,0
social,0.0433,0
social,1.099,1
jkl,0.7547,0
jkl,0.1733,0
jkl,0.0068,0
influencer,0.9729,2
social,0.3376,0
search,0.7748,0
social,0.5835,0
search,0.9027,0
influencer,1.2667,0
jkl,0.6592,3
search,2.5186,0
search,8.9915,19
influencer,5.8697,1
search,0.0103,0
jkl,27.9739,203
search,1.1539,3
social,123.8476,360
search,1.6674,2
social,0.0428,0
jkl,0.0015,0
jkl,0.0357,0
jkl,0.0323,0
social,8665.55,1
influencer,0.3104,0
jkl,0.3136,0
jkl,0.002,0
,0.0072,0
search,3.1102,4
social,20.5321,46
jkl,0.0241,0
jkl,0.44,1
jkl,0.0015,0
search,4.6484,0
influencer,4.0511,0
search,0.0545,0
influencer,0.0828,0
search,0.226,6
jkl,0.0021,0
social,5.4721,6
social,0.3955,0
search,0.0395,0
influencer,0.1591,0
social,9858.28,2
social,0.0093,0
influencer,4.6543,8
jkl,0.1958,0
influencer,12.8485,94
jkl,12.9755,112
jkl,1.6988,40
search,0.2541,0
social,0.0002,0
social,3.8744,0
jkl,0.0046,0
social,189.2556,455
influencer,0.0703,0
search,0.1652,0
influencer,1.6674,2
social,0.0694,0
influencer,77.9572,76
influencer,5.5631,12
influencer,0.9325,0
influencer,10.7487,53
jkl,0.0047,0
social,0.2357,0
jkl,0.4922,0
influencer,1.9116,1
jkl,0.0069,0
social,0.0158,0
social,2.0916,0
influencer,0.0007,0
social,0.0012,0
search,0.0039,0
search,17.6849,20
influencer,23.2966,82
jkl,0.0007,0
social,0.4418,0
influencer,32.2211,313
jkl,0.9282,16
social,0.4195,6
influencer,0.0369,0
search,0.0224,0
social,24.5354,20
search,7.5126,5
influencer,0.002,0
search,0.0057,0
search,0.5598,0
influencer,10.9602,5
search,0.0122,0
social,0.5616,4
social,0.038,0
social,27.2717,44
jkl,0.0347,0
social,0.0241,0
social,424.0715,1239
influencer,0.4836,0
social,3.8235,0
jkl,0.5741,2
social,1.8679,0
search,0.193,1
influencer,0.7114,5
jkl,0.006,0
social,173.8456,878
social,4.1452,12
social,2.1683,0
jkl,0.0029,0
search,0.0077,0
search,0.901,1
influencer,0.7665,0
jkl,0.0443,0
jkl,0.364,1
jkl,0.1029,0
search,0.0016,0
jkl,0.2457,1
search,0.5064,4
search,0.0071,0
search,1.536,1
influencer,0.0008,0
social,0.0121,0
search,0.9688,1
social,0.0123,0
influencer,276.9714,977
influencer,0.0193,0
influencer,0.038,0
search,0.0217,0
social,3.3202,6
,0.0008,0
social,3.4044,2
influencer,0.0129,0
search,1.3231,0
search,2.3211,0
search,88.9116,141
social,1.4907,0
influencer,38804.2,16
search,0.0387,0
influencer,0.0131,0
search,0.0023,0
influencer,1.1297,0
influencer,0.2072,0
jkl,0.018,0
influencer,0.0609,0
social,0.2234,0
social,1.1289,0
,0.0502,0
social,0.6013,0
jkl,0.0341,0
search,0.0004,0
search,24.3583,19
social,0.0288,0
search,0.0121,0
jkl,0.0042,0
influencer,274.638,842
search,0.0537,9
jkl,1.2833,1
jkl,5.1426,7
search,0.0072,0
jkl,0.003,0
influencer,0.0113,0
influencer,0.0347,0
influencer,1.7087,1
influencer,1.4407,6
influencer,0.1411,0
jkl,2.1432,11
jkl,0.09,0
social,0.1897,0
social,6440.5,1
social,0.0056,0
influencer,4.1946,2
social,0.0131,0
influencer,0.12,0
jkl,0.0017,0
search,0.0052,0
influencer,37.6591,206
social,0.0415,0
influencer,40.9014,381
social,8.3867,3
social,17176.7,6
search,0.0009,0
influencer,37.4706,329
search,51.6484,130
influencer,0.6926,0
search,0.0052,0
search,2.22,0
influencer,0.0146,0
jkl,0.0047,0
jkl,0.0026,0
search,0.1135,0
influencer,0.2908,2
influencer,0.3005,0
jkl,2.7798,1
jkl,30.2386,173
search,0.5145,0
influencer,41.5118,361
,0.0072,0
social,114.5992,406
jkl,0.0075,0
jkl,20.7576,290
search,0.0089,0
social,0.4347,0
social,0.0022,0
jkl,0.0045,0
influencer,0.0004,0
social,2.3928,2
influencer,33.1326,31
search,5409.21,2
influencer,0.0854,0
jkl,0.0002,0
social,60244.9,14
jkl,0.0176,0
influencer,13.3144,46
social,0.5869,0
social,5.0299,6
social,44580.9,5
social,376.0153,1159
search,0.2527,0
influencer,0.0412,0
search,25.161,25
social,3235.77,0
search,0.0495,1
social,4.3449,0
search,0.0037,0
social,0.2309,0
jkl,0.3854,0
influencer,0.0054,0
influencer,0.3483,1
influencer,0.2596,0
social,1.5315,0
jkl,1.3196,0
social,2.4662,1
search,0.0282,0
search,0.2761,0
influencer,0.0136,0
search,0.0006,0
social,6.0012,5
social,0.4155,0
influencer,0.0023,0
search,0.2792,0
influencer,0.0138,0
influencer,0.0612,0
influencer,0.7375,0
search,0.0099,0
social,0.5289,0
social,0.3542,0
jkl,0.4205,0
social,1.2632,0
influencer,0.0281,0
search,1.1208,1
jkl,0.1661,0
jkl,0.0041,0
social,90691.7,17
influencer,20.9389,15
influencer,13.8864,33
social,0.0049,0
jkl,0.01,0
influencer,0.7186,0
search,1.0861,0
,0.0024,0
social,20.1468,61
,0.0112,0
influencer,0.0653,0
search,0.0025,0
influencer,0.2959,0
influencer,7.3423,9
social,20.4702,22
influencer,0.4539,0
influencer,0.2939,0
influencer,1.0759,0
search,39.5435,100
influencer,6.5525,9
influencer,6.7969,39
influencer,251.1715,865
influencer,1.1214,4
social,0.007,0
influencer,0.2733,0
social,1.1859,0
influencer,0.2588,6
search,0.0456,0
social,0.0031,0
search,0.0097,0
influencer,0.5913,1
jkl,3.898,4
jkl,0.2805,4
search,0.878,0
social,0.1717,0
,0.0013,0
search,6.3283,20
jkl,0.9765,2
jkl,0.0037,0
search,0.0012,0
jkl,0.0429,0
influencer,19.625,48
social,49.7965,194
search,0.4052,0
influencer,0.0015,0
social,0.0122,0
social,0.0007,0
,0.002,0
social,0.0005,0
search,0.445,0
social,0.3649,3
jkl,0.0221,0
jkl,0.0905,0
social,0.321,1
influencer,46167.6,12
influencer,0.48,1
,0.0008,0
jkl,1.3138,0
influencer,210.5024,992
jkl,0.021,0
jkl,0.002,0
search,7.2232,29
jkl,0.0387,0
social,0.371,0
jkl,0.006,0
social,0.0005,0
jkl,0.0177,0
search,0.0151,0
jkl,0.0414,0
jkl,0.2381,1
,0.0008,0
search,4.3646,16
search,1.8484,0
influencer,68.3523,44
influencer,5.3965,1
search,0.0972,0
influencer,0.0091,0
jkl,0.1205,0
influencer,1.0589,2
jkl,0.013,0
influencer,0.0023,0
influencer,0.8216,2
jkl,0.006,0
social,0.1918,0
influencer,0.306,0
social,62.9137,240
search,0.5758,0
,0.0048,0
social,0.1897,0
search,4.398,1
search,2.2792,2
jkl,0.0006,0
influencer,1.2849,1
jkl,0.1696,0
jkl,0.0003,0
social,0.2898,0
search,86733.1,19
social,0.4327,0
influencer,0.0143,0
influencer,0.4346,1
jkl,0.0207,0
social,3.3189,8
jkl,1.8012,1
social,8.9719,34
jkl,2.9824,6
jkl,0.3476,0
jkl,0.0008,0
social,10.6698,47
influencer,294.6396,2213
influencer,25.0689,29
jkl,0.0119,0
social,0.7542,2
search,1.1582,0
social,0.0009,0
search,2.045,0
social,0.0603,0
search,0.5203,2
search,0.0079,0
search,0.0848,0
social,0.46,0
social,42.6655,234
social,4.2284,2
search,0.4048,0
jkl,14.8689,134
social,4.5416,5
influencer,0.5323,0
search,0.1504,0
search,3.8364,0
social,0.0279,0
search,12.8919,8
influencer,0.0345,0
social,1.8739,0
influencer,0.9274,0
jkl,0.4308,0
social,0.9056,3
search,3.7092,3
influencer,0.0321,0
influencer,6.8336,33
jkl,0.0807,0
jkl,0.0017,0
jkl,0.095,0
social,4.2283,2
social,2.1937,6
influencer,0.0019,0
influencer,0.908,0
jkl,0.0335,0
search,0.1233,0
influencer,0.176,0
influencer,4.9835,5
social,170.3179,383
jkl,0.2132,0
search,0.008,0
search,0.0949,2
social,0.3308,0
search,0.5212,0
search,1.0307,0
social,21.7685,37
jkl,0.1736,0
social,13.0866,11
search,23.1209,92
search,0.4224,0
search,15.7411,33
influencer,0.0246,0
jkl,0.3624,0
influencer,0.5586,0
search,0.0264,0
jkl,0.0022,0
jkl,0.1236,0
search,0.0024,0
jkl,0.0134,0
influencer,18.4148,16
influencer,7.7088,31
influencer,0.072,0
social,3.818,1
social,5.6963,18
social,73.8687,35
search,0.22,0
search,1.4556,1
search,0.0588,0
search,0.0693,0
influencer,0.6862,0
search,0.9231,2
social,0.5876,0
,0.0024,0
influencer,3.425,1
search,0.6799,0
influencer,189.574,859
influencer,0.9867,0
search,1.4273,0
social,2.2103,1
social,0.153,0
search,11.2235,33
influencer,0.0178,0
social,0.0011,0
influencer,0.4982,0
,0.0008,0
search,0.2868,0
social,0.068,0
jkl,0.3452,2
jkl,0.0003,0
influencer,0.6061,0
social,0.4138,0
jkl,0.0285,0
search,0.1211,0
jkl,0.0706,0
jkl,0.0015,0
influencer,1.1785,2
influencer,9.9315,47
influencer,28.2258,102
influencer,2.3478,0
social,0.2192,0
search,0.1434,0
social,0.0055,0
jkl,0.0006,0
search,0.6781,0
jkl,0.0007,0
,0.0168,0
influencer,9034.91,5
jkl,0.1363,0
influencer,5.3004,0
social,37965.9,11
jkl,0.0683,0
social,1.6302,0
search,0.2035,0
,0.0006,0
influencer,0.8473,0
jkl,0.0007,0
social,0.0475,1
influencer,0.1786,0
influencer,0.0343,0
,0.0013,0
social,5.059,8
social,3.1372,4
influencer,0.0003,0
social,0.0288,0
influencer,0.0341,0
social,0.2566,0
influencer,35.6636,222
social,3.9958,0
search,13.0153,89
jkl,0.0026,0
search,0.6211,1
search,0.1958,2
search,0.5653,2
social,0.0286,0
social,0.0015,0
social,1.2978,1
influencer,0.0308,0
jkl,0.0255,0
search,0.0275,0
jkl,0.0277,0
influencer,41.7683,333
social,6.0431,3
search,0.7804,0
jkl,1.6802,0
influencer,0.0023,0
search,0.5795,0
search,0.0085,0
jkl,0.5988,0
search,0.1502,0
search,1.7363,4
jkl,0.1447,0
social,0.0115,0
,0.0032,0
social,7.2393,0
influencer,10.2297,22
search,0.4379,2
influencer,0.0886,0
search,0.993,1
search,0.4001,2
social,164.2992,880
social,0.0019,0
social,17.6408,42
social,39.4806,17
jkl,0.0082,0
social,4.5,1
influencer,27.6304,78
jkl,0.1581,0
jkl,0.0003,0
social,0.5245,2
jkl,0.002,0
social,3.1367,8
influencer,0.1559,0
jkl,0.1732,0
social,0.5117,0
search,6.5787,3
social,15.5012,8
social,0.016,0
,0.0016,0
influencer,0.1628,0
influencer,0.5949,0
,0.0006,0
search,43.4488,51
influencer,0.4783,0
search,3095.21,1
social,152.5056,424
search,0.175,0
search,0.3654,0
,0.0024,0
search,1.2851,5
jkl,0.0833,0
social,7.136,5
social,7.8961,13
search,0.0145,0
jkl,0.0139,0
search,0.0001,0
jkl,3.7762,33
social,2.1416,0
,0.0008,0
search,0.3693,0
influencer,0.0602,0
influencer,0.842,0
,0.0168,0
search,0.0044,0
social,3.4554,5
search,0.3592,0
search,0.2964,0
social,0.0001,0
social,23.7295,36
influencer,0.0972,0
social,6.3148,6
social,0.5293,0
social,11278.3,8
jkl,0.113,0
jkl,0.5235,3
jkl,1.6255,9
influencer,0.0039,0
search,0.0032,0
social,0.0042,0
influencer,25.6019,68
search,0.0834,0
jkl,0.3735,2
jkl,0.0011,0
search,1.0076,1
search,20.8978,38
social,7.1591,14
,0.0148,0
jkl,0.0265,0
search,0.269,0
search,0.8034,0
social,0.0036,0
influencer,0.0268,0
social,1.903,0
social,8.8337,1
social,6.2044,1
influencer,0.5172,0
jkl,0.2871,0
influencer,0.6491,0
influencer,0.0012,0
search,0.3173,0
search,0.0011,0
social,31422.5,11
search,17.3195,71
search,0.13,0
influencer,3.1793,5
influencer,1.3699,1
influencer,0.0843,0
social,0.0182,1
influencer,0.2818,0
social,0.0115,0
jkl,0.0241,0
influencer,2.1025,0
influencer,54.5493,32
search,0.2042,0
influencer,0.0011,0
social,0.9718,1
social,0.0686,0
jkl,0.3303,1
influencer,7.9345,5
jkl,0.5717,0
influencer,0.012,0
social,3.5819,2
social,2.0192,4
social,4.0939,1
jkl,0.0164,0
social,0.0089,0
search,8.3083,17
influencer,0.6268,3
jkl,0.0156,0
search,8.5821,13
influencer,0.0117,0
search,3.0319,1
influencer,0.0082,0
search,0.0167,0
social,7.3898,4
social,24.4457,198
social,4.1214,0
jkl,0.0045,0
search,0.2144,1
jkl,0.0092,0
social,2.1606,1
influencer,121.9409,147
,0.0008,0
search,0.3372,0
jkl,0.4348,0
jkl,0.0342,0
jkl,0.0021,0
social,333.6981,581
influencer,0.0023,0
social,0.0276,0
social,41.5502,18
jkl,0.7261,3
influencer,1.2106,1
influencer,0.5097,0
influencer,0.4617,0
search,0.3247,0
jkl,1.0721,13
search,14.6985,6
social,0.1136,0
influencer,0.2973,6
social,66.1827,81
search,0.0155,0
search,0.4581,0
influencer,0.2344,0
search,5.7613,7
influencer,0.9619,2
search,0.5894,0
jkl,0.0144,0
influencer,5.4476,3
social,8.2735,6
search,0.0077,0
influencer,0.0015,0
jkl,0.0164,0
social,5.6922,5
search,11.1007,3
,0.0008,0
search,0.0024,0
search,0.4682,0
social,2.6865,1
search,0.0494,0
influencer,0.0701,0
media,390105.0,118
influencer,0.0036,0
social,0.0187,0
influencer,0.1762,0
social,2.4673,1
influencer,2.0222,6
social,4.5481,4
influencer,1.4142,0
social,278.1781,949
jkl,0.1235,0
social,0.0022,0
influencer,4.6007,14
search,0.3008,0
jkl,0.0007,0
influencer,0.0003,0
jkl,0.0217,0
search,0.7494,0
influencer,146.849,811
jkl,1.2813,1
search,0.3236,0
jkl,0.0108,0
jkl,7.461,46
influencer,0.0832,0
social,0.4044,3
jkl,0.0818,0
search,0.0001,0
,0.008,0
search,0.9616,0
social,0.1152,0
social,0.0015,0
search,0.5407,5
social,0.0109,0
influencer,258.5933,1812
jkl,0.212,0
social,48.7513,43
search,0.1734,1
influencer,0.0661,0
influencer,0.5458,2
search,0.0153,0
search,0.2668,0
social,0.0089,0
search,0.2459,0
social,0.5045,0
social,0.3482,0
social,40.3025,24
jkl,0.0065,0
search,1.1739,0
media,6822.62,2
social,0.6273,0
search,0.7556,1
social,0.002,0
influencer,0.002,0
influencer,0.1969,0
social,1.4484,2
,0.0016,0
search,42.504,50
search,0.1271,0
search,0.5896,0
influencer,1.008,0
jkl,0.0505,0
influencer,0.0207,0
social,6.8182,0
influencer,0.0998,0
social,0.091,0
jkl,0.0047,0
social,0.019,0
social,3.3518,2
social,1.6514,0
influencer,0.0114,0
social,192789.0,21
search,0.7477,1
search,9.7219,5
search,15.3892,8
social,2.3289,2
search,0.1506,0
jkl,0.0022,0
influencer,398.6944,2715
search,0.1936,0
search,0.3368,0
influencer,0.5342,2
search,0.1022,0
social,2.0705,2
influencer,0.0145,0
jkl,0.0461,0
social,3.3106,1
jkl,0.0147,0
social,501.9376,1250
influencer,7.479,40
jkl,0.0349,0
media,523398.0,142
search,0.4069,0
social,298.4287,775
search,23.9532,51
jkl,0.0368,0
influencer,40.8784,230
jkl,13.7869,89
influencer,29.781,30
social,0.0,0
,0.0008,0
search,1.5326,1
social,0.0027,0
influencer,9.1121,11
social,2.5856,0
search,1.4016,2
jkl,0.0019,0
influencer,0.1988,0
jkl,0.1187,0
jkl,0.002,0
social,1.9055,3
search,1.6648,0
social,1.1347,0
search,0.7641,2
influencer,0.0023,0
influencer,0.5188,0
jkl,6.2574,67
social,0.4535,0
social,0.0185,0
social,2.6006,3
social,45.4395,316
social,0.7424,7
search,0.984,0
jkl,0.002,0
search,0.8209,0
influencer,0.0636,4
social,0.1274,0
influencer,293.3762,2550
influencer,120.8408,522
influencer,0.0016,0
search,0.1252,0
influencer,0.0007,0
social,5.9288,3
jkl,0.002,0
influencer,0.3337,5
influencer,1.3722,2
social,2.7327,51
search,0.7532,4
influencer,0.0008,0
influencer,12.7447,45
social,3.397,0
jkl,0.0156,0
social,1.5063,0
influencer,0.3397,0
search,0.0167,0
jkl,0.0006,0
social,0.0022,0
search,0.1093,0
influencer,0.0761,0
social,0.0138,0
influencer,4.4268,7
social,4.187,1
social,0.0035,0
social,0.9176,0
influencer,18.8005,6
search,1.3503,0
search,0.7719,0
jkl,0.1725,0
jkl,0.4156,0
social,4.7788,5
influencer,86522.9,31
social,152.2118,498
search,5.3025,0
social,0.0105,0
social,0.7436,0
search,0.0003,0
jkl,3.6443,26
social,471.613,1582
search,0.0058,0
search,0.2493,0
,0.0248,0
influencer,0.0015,0
social,4.6632,2
social,0.0364,0
search,48.4493,76
search,0.0977,0
search,0.0141,0
social,1.4932,1
social,7.2155,8
influencer,2.5346,2
influencer,0.1753,0
search,0.0695,0
social,0.0212,0
social,23.2393,29
search,0.1345,1
social,10.381,32
social,0.162,0
search,0.0207,0
jkl,0.0605,0
jkl,0.0027,0
influencer,6.787,4
influencer,10.9756,60
jkl,0.6826,2
influencer,0.4489,0
jkl,1.0342,4
social,10.1325,17
social,0.0031,0
social,40.2401,48
jkl,0.1068,0
social,283.6525,607
social,0.0841,0
search,0.2445,0
jkl,0.0098,0
influencer,105.3619,55
search,0.939,3
influencer,0.1157,0
social,5.8743,8
social,0.604,0
,0.0048,0
search,0.0013,0
search,0.6918,1
,0.0016,0
social,0.0004,0
influencer,0.0178,0
jkl,0.5436,0
jkl,0.1449,0
social,0.0026,0
search,9.4451,10
influencer,0.0668,0
jkl,0.0347,1
search,0.2406,0
jkl,0.275,1
social,0.2795,1
search,0.0099,0
jkl,0.0219,0
search,1.2973,0
influencer,30.0988,180
social,1.1831,0
influencer,0.1639,0
social,556.7048,1498
social,301.8871,602
social,5.7279,2
social,35.2019,35
social,27.8602,38
social,1.0628,0
search,0.1807,0
social,0.3055,0
search,0.0242,0
jkl,0.0228,0
influencer,230.8798,949
social,1.257,0
social,114.2834,593
influencer,31.4498,51
search,0.5693,0
social,9.7219,21
search,0.2075,0
social,0.0455,0
social,1.3905,7
social,0.4199,0
jkl,0.0423,0
influencer,0.0028,0
social,0.0279,0
search,0.3982,0
jkl,0.2376,0
search,0.0015,0
social,0.2102,0
jkl,1.1178,2
jkl,0.0207,0
social,70.0127,51
jkl,0.0087,0
jkl,0.8314,1
social,0.5735,0
social,0.0179,0
social,0.088,0
social,6.6154,1
influencer,0.8538,0
jkl,0.0616,0
search,15.9376,22
search,0.3312,5
social,20.0857,78
social,2.2676,1
influencer,2.0971,7
social,0.2344,1
social,8.1016,13
influencer,0.1938,3
social,0.1008,0
search,4.3399,1
jkl,0.2842,0
search,0.5681,0
jkl,0.0015,0
search,0.0052,0
social,0.0001,0
influencer,5.8918,7
social,27.4249,30
,0.0056,0
influencer,3.4296,3
influencer,0.0601,0
social,29.8793,53
search,4.033,19
social,26.4632,18
search,0.7994,2
social,0.613,2
social,0.0062,0
search,1.0721,3
social,38485.6,5
jkl,10.7009,98
search,0.1625,0
social,0.0075,0
social,9.4669,1
jkl,0.0011,0
social,0.0146,0
jkl,17.7383,89
jkl,0.5182,2
influencer,14.8354,67
jkl,0.9285,0
social,393027.0,64
jkl,0.1365,0
social,0.0093,0
social,1.6066,0
influencer,3.2339,6
search,0.0845,0
influencer,1.356,3
influencer,10.9225,27
search,0.1446,0
jkl,0.1882,0
jkl,0.0186,0
influencer,0.1136,0
search,8.8865,6
social,0.0217,0
influencer,1.6994,4
jkl,0.0022,0
jkl,0.3685,0
social,56.0422,59
jkl,0.0007,0
jkl,0.1872,0
jkl,0.1408,2
search,2.0105,0
search,0.9443,0
social,3.377,4
jkl,0.033,0
social,2.5087,9
,0.0016,0
,0.0096,0
social,0.0085,0
,0.0324,0
social,5.9119,1
social,4.4686,5
influencer,2.3431,0
social,4.0878,1
influencer,3.0453,7
influencer,0.0928,0
social,0.0239,0
influencer,36.407,302
jkl,0.0075,0
social,0.0693,0
jkl,0.6538,0
social,37098.6,11
social,300775.0,96
influencer,0.1712,0
jkl,0.8671,1
,0.0152,0
influencer,0.0068,0
,0.0008,0
search,0.0476,0
jkl,0.0906,0
influencer,0.9665,2
jkl,0.0853,0
influencer,312.6493,2786
influencer,15.8565,13
social,2.215,2
jkl,0.0184,0
influencer,0.4604,2
jkl,0.0121,0
jkl,0.1627,0
influencer,0.1315,0
jkl,1.2645,5
search,0.5595,0
social,2.9162,0
influencer,0.8828,0
jkl,2.9007,2
jkl,13.5669,93
social,0.0037,0
influencer,1.5289,1
social,0.0126,0
jkl,0.0027,0
jkl,0.0015,0
search,0.2779,0
jkl,0.0041,0
jkl,0.004,0
search,0.2599,9
influencer,1.4821,0
,0.0088,0
influencer,0.0355,0
social,2.3727,0
influencer,36431.7,8
social,6.0561,5
jkl,0.0276,0
influencer,195.8859,1909
search,0.0759,0
influencer,7.4146,7
social,0.2553,1
influencer,8.5563,31
influencer,0.0751,0
influencer,0.038,0
social,0.405,0
social,0.028,0
social,0.0011,0
influencer,349.2281,1292
social,1.3234,1
search,0.2473,4
search,16.7474,22
jkl,5.7312,5
influencer,13.9867,45
search,0.5519,0
social,2.1756,0
influencer,344.2572,2363
jkl,0.0097,0
influencer,0.0818,0
influencer,0.035,0
social,0.0271,0
search,0.9944,0
social,85.9914,465
jkl,0.1201,0
jkl,0.0218,0
influencer,0.7924,1
influencer,4.2354,0
influencer,0.5495,0
jkl,1.006,3
social,2.3811,0
social,8.2258,4
influencer,0.1667,0
search,9.5964,24
jkl,0.2353,0
social,0.0005,0
social,2.1283,1
search,0.8285,1
influencer,0.2243,0
social,0.2834,0
social,5.1364,2
jkl,0.0043,0
jkl,0.6921,7
influencer,11.0107,13
search,11.0826,27
social,1.36,0
social,1.1436,0
jkl,0.0447,0
jkl,0.4431,4
search,5221.6,1
search,0.0057,0
jkl,0.0124,0
,0.0032,0
influencer,14.406,40
social,3.5438,5
jkl,0.0017,0
jkl,0.4681,1
search,0.0832,1
jkl,0.0756,0
influencer,0.6405,1
jkl,0.0492,0
jkl,0.0108,0
influencer,0.2106,0
search,2.4814,1
jkl,2.3945,19
influencer,0.0019,0
influencer,0.1176,0
social,71.575,428
social,0.3369,2
jkl,0.0443,0
social,0.0273,0
social,0.297,3
social,0.0119,0
search,15.8959,13
jkl,13.0691,114
search,0.1419,2
influencer,1.6128,0
influencer,0.0234,0
jkl,0.0013,0
search,0.0083,0
influencer,11.4173,3
search,0.0067,0
jkl,1.8031,13
influencer,0.0386,0
search,11.1871,23
influencer,2.2493,0
jkl,0.0046,0
search,0.0978,0
social,0.0073,0
jkl,15.0489,125
social,9.9309,8
search,0.0776,0
search,0.0125,0
search,0.9276,6
influencer,0.0144,0
social,0.5912,1
jkl,8.3746,95
social,9.3221,13
search,2.2077,0
jkl,0.0022,0
social,1.1243,0
social,0.4328,1
social,0.3693,0
social,241388.0,72
social,5.1405,5
social,0.2655,0
influencer,0.4923,4
social,0.5151,18
,0.0032,0
influencer,0.2186,0
search,57.2168,127
jkl,0.0007,0
influencer,0.015,0
search,0.2893,0
jkl,1.8459,8
social,3.2593,0
social,5792.48,3
influencer,1.822,0
search,0.1375,0
influencer,46.0781,384
jkl,0.0212,0
influencer,231.0733,1651
influencer,0.0008,0
social,4.2808,3
influencer,0.0187,0
social,0.0,0
jkl,3.3929,43
search,0.4022,0
social,0.0412,1
social,3.3994,0
jkl,0.0177,0
social,2.4808,0
influencer,11.3947,39
influencer,10.8982,8
social,3.9064,3
search,0.0006,0
social,16.0986,21
search,0.9266,1
search,196998.0,48
search,1.8868,0
social,2.3877,1
social,0.0398,0
influencer,1.0241,0
influencer,0.4297,2
social,0.1246,0
jkl,0.674,0
influencer,0.3774,0
influencer,0.0142,0
search,0.082,0
jkl,0.2647,0
jkl,0.3121,0
influencer,13.94,56
influencer,63.2503,54
jkl,0.1865,0
social,0.5591,5
jkl,0.226,0
jkl,1.0512,5
social,4.4069,3
jkl,0.3442,0
,0.0027,0
social,222.9229,591
search,0.0985,0
influencer,25.0671,4
search,0.5137,0
search,1.0661,0
influencer,0.0496,0
social,5.7502,1
jkl,1.3253,0
social,0.0149,0
search,0.0169,0
influencer,31154.3,9
social,0.0221,0
search,2.2005,46
influencer,7.9249,14
social,0.0821,0
jkl,0.0025,0
social,0.0163,0
search,0.0318,0
influencer,205045.0,158
jkl,0.0935,0
influencer,10.4844,45
influencer,0.7394,0
influencer,0.2043,0
social,420.0923,1230
influencer,0.6187,0
influencer,1.0552,0
social,105.6023,328
search,0.0065,0
search,0.5092,0
jkl,1.1503,1
jkl,0.3046,4
influencer,0.8515,0
jkl,0.0164,0
social,0.0092,0
influencer,0.0328,0
influencer,0.0445,0
social,4.4837,0
search,18.5849,36
social,171831.0,19
social,0.0084,0
jkl,2.538,0
jkl,0.0184,0
media,60021.6,20
social,2.4784,0
jkl,0.1288,0
social,61.5954,374
social,2.1724,0
search,0.8563,0
search,0.0641,0
social,16.4634,17
jkl,2.1826,16
search,0.5282,0
influencer,16.399,36
jkl,0.0035,0
search,0.0115,0
influencer,14.0352,53
search,0.4693,0
search,0.5475,0
search,2.4829,1
influencer,170.9199,1051
jkl,0.0015,0
social,2.0614,28
influencer,0.5952,0
search,0.5363,2
social,1420.15,1
influencer,0.2936,0
social,2.4155,3
search,0.0001,0
social,0.4096,0
search,0.3313,0
jkl,0.3424,0
search,0.0145,0
jkl,0.0073,0
search,4.2778,21
jkl,0.1456,0
influencer,0.0418,0
influencer,22.2276,85
social,0.036,0
search,0.0001,0
jkl,0.0214,0
social,50.8146,36
search,72.0354,115
search,0.4233,0
jkl,0.069,0
influencer,0.0756,0
influencer,0.0019,0
search,0.0237,0
influencer,0.0591,0
search,0.9136,0
influencer,0.0017,0
jkl,0.1924,0
influencer,0.0411,0
jkl,0.0074,0
jkl,0.022,0
search,1.4426,0
search,1.0168,1
social,9.317,2
influencer,0.8756,1
influencer,0.4891,4
influencer,0.0617,0
search,0.2029,0
social,2.4355,6
jkl,0.0133,0
search,0.1319,0
jkl,0.0146,0
search,0.1449,0
jkl,0.0029,0
influencer,0.0038,0
influencer,0.0065,0
search,0.1929,0
social,3.3902,2
jkl,0.1983,0
social,0.4664,0
jkl,0.0021,0
jkl,0.0115,0
influencer,2.5386,0
social,0.0,0
social,0.0007,0
social,0.3978,0
social,0.2351,0
jkl,0.0045,0
jkl,0.2551,0
social,13.1724,1
,0.012,0
jkl,0.0008,0
influencer,11.1789,56
search,0.1575,2
search,30.3112,17
search,0.2858,0
social,0.5158,0
jkl,0.0173,0
search,0.3573,0
social,0.4422,0
social,0.0002,0
social,4.8601,0
search,0.1102,0
influencer,177.5025,227
search,0.7301,0
influencer,1.9022,0
,0.0032,0
influencer,2.2051,2
social,6.7589,9
influencer,1.5555,0
social,0.3756,0
social,0.3184,0
jkl,0.3098,0
social,10.5697,14
social,3.1317,1
jkl,0.323,0
social,0.1726,0
influencer,292.8014,1179
social,3.5096,2
search,0.1654,0
influencer,0.4763,0
jkl,0.3904,0
social,0.0107,0
jkl,0.0093,0
search,34.5492,152
influencer,2.8205,0
social,330.76,0
influencer,1.0558,0
social,0.0126,0
social,79.7769,56
jkl,0.0024,0
jkl,0.001,0
,0.004,0
search,0.0109,0
influencer,13.4053,32
jkl,0.1046,0
jkl,0.0125,0
search,0.0208,0
search,0.5522,0
social,2.0933,0
social,1.0956,0
jkl,0.1611,0
search,0.3149,1
search,0.4043,0
